"Time (s)"
10039.101
10040.101
10041.101
10042.101
10043.101
10044.101
10045.101
10046.101
10047.101
10048.101
10049.101
10050.101
10051.101
10052.101
10053.101
10054.101
10055.101
10056.101
10057.101
10058.101
10059.101
10060.101
10061.101
10062.101
10063.101
10064.101
10065.101
10066.101
10067.101
10068.101
10069.101
10070.101
10071.101
10072.101
10073.101
10074.101
10075.101
10076.101
10077.101
10078.101
10079.101
10080.101
10081.101
10082.101
10083.101
10084.101
10085.101
10086.101
10087.101
10088.101
10089.101
10090.101
10091.101
10092.101
10093.101
10094.101
10095.101
10096.101
10097.101
10098.101
10099.101
10100.101
10101.101
10102.101
10103.101
10104.101
10105.101
10106.101
10107.101
10108.101
10109.101
10110.101
10111.101
10112.101
10113.101
10114.101
10115.101
10116.101
10117.101
10118.101
10119.101
10120.101
10121.101
10122.101
10123.101
10124.101
10125.101
10126.101
10127.101
10128.101
10129.101
10130.101
10131.101
10132.101
10133.101
10134.101
10135.101
10136.101
10137.101
10138.101
10139.101
10140.101
10141.101
10142.101
10143.101
10144.101
10145.101
10146.101
10147.101
10148.101
10149.101
10150.101
10151.101
10152.101
10153.101
10154.101
10155.101
10156.101
10157.101
10158.101
10159.101
10160.101
10161.101
10162.101
10163.101
10164.101
10165.101
10166.101
10167.101
10168.101
10169.101
10170.101
10171.101
10172.101
10173.101
10174.101
10175.101
10176.101
10177.101
10178.101
10179.101
10180.101
10181.101
10182.101
10183.101
10184.101
10185.101
10186.101
10187.101
10188.101
10189.101
10190.101
10191.101
10192.101
10193.101
10194.101
10195.101
10196.101
10197.101
10198.101
10199.101
10200.101
10201.101
10202.101
10203.101
10204.101
10205.101
10206.101
10207.101
10208.101
10209.101
10210.101
10211.101
10212.101
10213.101
10214.101
10215.101
10216.101
10217.101
10218.101
10219.101
10220.101
10221.101
10222.101
10223.101
10224.101
10225.101
10226.101
10227.101
10228.101
10229.101
10230.101
10231.101
10232.101
10233.101
10234.101
10235.101
10236.101
10237.101
10238.101
10239.101
10240.101
10241.101
10242.101
10243.101
10244.101
10245.101
10246.101
10247.101
10248.101
10249.101
10250.101
10251.101
10252.101
10253.101
10254.101
10255.101
10256.101
10257.101
10258.101
10259.101
10260.101
10261.101
10262.101
10263.101
10264.101
10265.101
10266.101
10267.101
10268.101
10269.101
10270.101
10271.101
10272.101
10273.101
10274.101
10275.101
10276.101
10277.101
10278.101
10279.101
10280.101
10281.101
10282.101
10283.101
10284.101
10285.101
10286.101
10287.101
10288.101
10289.101
10290.101
10291.101
10292.101
10293.101
10294.101
10295.101
10296.101
10297.101
10298.101
10299.101
10300.101
10301.101
10302.101
10303.101
10304.101
10305.101
10306.101
10307.101
10308.101
10309.101
10310.101
10311.101
10312.101
10313.101
10314.101
10315.101
10316.101
10317.101
10318.101
10319.101
10320.101
10321.101
10322.101
10323.101
10324.101
10325.101
10326.101
10327.101
10328.101
10329.101
10330.101
10331.101
10332.101
10333.101
10334.101
10335.101
10336.101
10337.101
10338.101
10339.101
10340.101
10341.101
10342.101
10343.101
10344.101
10345.101
10346.101
10347.101
10348.101
10349.101
10350.101
10351.101
10352.101
10353.101
10354.101
10355.101
10356.101
10357.101
10358.101
10359.101
10360.101
10361.101
10362.101
10363.101
10364.101
10365.101
10366.101
10367.101
10368.101
10369.101
10370.101
10371.101
10372.101
10373.101
10374.101
10375.101
10376.101
10377.101
10378.101
10379.101
10380.101
10381.101
10382.101
10383.101
10384.101
10385.101
10386.101
10387.101
10388.101
10389.101
10390.101
10391.101
10392.101
10393.101
10394.101
10395.101
10396.101
10397.101
10398.101
10399.101
10400.101
10401.101
10402.101
10403.101
10404.101
10405.101
10406.101
10407.101
10408.101
10409.101
10410.101
10411.101
10412.101
10413.101
10414.101
10415.101
10416.101
10417.101
10418.101
10419.101
10420.101
10421.101
10422.101
10423.101
10424.101
10425.101
10426.101
10427.101
10428.101
10429.101
10430.101
10431.101
10432.101
10433.101
10434.101
10435.101
10436.101
10437.101
10438.101
10439.101
10440.101
10441.101
10442.101
10443.101
10444.101
10445.101
10446.101
10447.101
10448.101
10449.101
10450.101
10451.101
10452.101
10453.101
10454.101
10455.101
10456.101
10457.101
10458.101
10459.101
10460.101
10461.101
10462.101
10463.101
10464.101
10465.101
10466.101
10467.101
10468.101
10469.101
10470.101
10471.101
10472.101
10473.101
10474.101
10475.101
10476.101
10477.101
10478.101
10479.101
10480.101
10481.101
10482.101
10483.101
10484.101
10485.101
10486.101
10487.101
10488.101
10489.101
10490.101
10491.101
10492.101
10493.101
10494.101
10495.101
10496.101
10497.101
10498.101
10499.101
10500.101
10501.101
10502.101
10503.101
10504.101
10505.101
10506.101
10507.101
10508.101
10509.101
10510.101
10511.101
10512.101
10513.101
10514.101
10515.101
10516.101
10517.101
10518.101
10519.101
10520.101
10521.101
10522.101
10523.101
10524.101
10525.101
10526.101
10527.101
10528.101
10529.101
10530.101
10531.101
10532.101
10533.101
10534.101
10535.101
10536.101
10537.101
10538.101
10539.101
10540.101
10541.101
10542.101
10543.101
10544.101
10545.101
10546.101
10547.101
10548.101
10549.101
10550.101
10551.101
10552.101
10553.101
10554.101
10555.101
10556.101
10557.101
10558.101
10559.101
10560.101
10561.101
10562.101
10563.101
10564.101
10565.101
10566.101
10567.101
10568.101
