"Time (s)","Heat Pipe TC-01","Heat Pipe TC-02","Heat Pipe TC-03","Heat Pipe TC-04","Heat Pipe TC-05","Heat Pipe TC-06","Heat Pipe TC-07","Heat Pipe TC-08","Heat Pipe TC-09","Heat Pipe TC-10"
22629.037,25.756332,27.4771,43.2765996520911,90.955756,285.245874,476.81546,519.09574,523.52788,500.889909,413.734258
22630.037,25.756332,27.4771,43.2766045742746,90.955756,285.245874,476.81546,519.09574,523.52788,500.889909,413.734258
22631.037,25.7690978613412,27.5013521605783,43.2823157004318,90.9526356138512,285.201806000609,476.67409286517,518.938709466841,523.381125859448,500.707736356231,413.607900400913
22632.037,25.7690978613412,27.5013521605783,43.2823392371577,90.9526356138512,285.201806000609,476.67409286517,518.938709466841,523.381125859448,500.707736356231,413.607900400913
22633.037,25.7690978613412,27.5013521605783,43.2828424634022,90.9526356138512,285.201806000609,476.67409286517,518.938709466841,523.381125859448,500.707736356231,413.607900400913
22634.037,25.7690978613412,27.5013521605783,43.283193001398,90.9526356138512,285.201806000609,476.67409286517,518.938709466841,523.381125859448,500.707736356231,413.607900400913
22635.037,25.7690978613412,27.5013521605783,43.2829730510721,90.9526356138512,285.201806000609,476.67409286517,518.938709466841,523.381125859448,500.707736356231,413.607900400913
22636.037,25.7849387965321,27.5226077321402,43.2871363372897,90.9527007706315,285.157469213137,476.535826074187,518.781458419213,523.244605536723,500.529392927891,413.487656646222
22637.037,25.7849387965321,27.5226077321402,43.2868528305038,90.9527007706315,285.157469213137,476.535826074187,518.781458419213,523.244605536723,500.529392927891,413.487656646222
22638.037,25.7849387965321,27.5226077321402,43.2865273897113,90.9527007706315,285.157469213137,476.535826074187,518.781458419213,523.244605536723,500.529392927891,413.487656646222
22639.037,25.7849387965321,27.5226077321402,43.2865071250435,90.9527007706315,285.157469213137,476.535826074187,518.781458419213,523.244605536723,500.529392927891,413.487656646222
22640.037,25.7849387965321,27.5226077321402,43.2865613672924,90.9527007706315,285.157469213137,476.535826074187,518.781458419213,523.244605536723,500.529392927891,413.487656646222
22641.037,25.7994415941511,27.545295415641,43.2928089129499,90.9510047762401,285.113265956572,476.393503932017,518.623768214128,523.101461470038,500.35024451645,413.365337289558
22642.037,25.7994415941511,27.545295415641,43.29300994601,90.9510047762401,285.113265956572,476.393503932017,518.623768214128,523.101461470038,500.35024451645,413.365337289558
22643.037,25.7994415941511,27.545295415641,43.2931948610974,90.9510047762401,285.113265956572,476.393503932017,518.623768214128,523.101461470038,500.35024451645,413.365337289558
22644.037,25.7994415941511,27.545295415641,43.2929060392148,90.9510047762401,285.113265956572,476.393503932017,518.623768214128,523.101461470038,500.35024451645,413.365337289558
22645.037,25.7994415941511,27.545295415641,43.2926757009422,90.9510047762401,285.113265956572,476.393503932017,518.623768214128,523.101461470038,500.35024451645,413.365337289558
22646.037,25.8130167660676,27.5671942529766,43.2985131646029,90.9510450646614,285.069049208697,476.254106682744,518.46697886655,522.964098643894,500.172129613676,413.24385709452
22647.037,25.8130167660676,27.5671942529766,43.2983652910763,90.9510450646614,285.069049208697,476.254106682744,518.46697886655,522.964098643894,500.172129613676,413.24385709452
22648.037,25.8130167660676,27.5671942529766,43.2985118253423,90.9510450646614,285.069049208697,476.254106682744,518.46697886655,522.964098643894,500.172129613676,413.24385709452
22649.037,25.8130167660676,27.5671942529766,43.2987267019319,90.9510450646614,285.069049208697,476.254106682744,518.46697886655,522.964098643894,500.172129613676,413.24385709452
22650.037,25.8130167660676,27.5671942529766,43.2989583288595,90.9510450646614,285.069049208697,476.254106682744,518.46697886655,522.964098643894,500.172129613676,413.24385709452
22651.037,25.8263727048389,27.588878849267,43.3042323369951,90.9499465147251,285.024726338488,476.112932711654,518.30991134819,522.82338122643,499.993538612293,413.12197827716
22652.037,25.8263727048389,27.588878849267,43.3042774218379,90.9499465147251,285.024726338488,476.112932711654,518.30991134819,522.82338122643,499.993538612293,413.12197827716
22653.037,25.8263727048389,27.588878849267,43.3040916975722,90.9499465147251,285.024726338488,476.112932711654,518.30991134819,522.82338122643,499.993538612293,413.12197827716
22654.037,25.8263727048389,27.588878849267,43.3038646272447,90.9499465147251,285.024726338488,476.112932711654,518.30991134819,522.82338122643,499.993538612293,413.12197827716
