"Time (s)","Heat Pipe TC-01","Heat Pipe TC-02","Heat Pipe TC-03","Heat Pipe TC-04","Heat Pipe TC-05","Heat Pipe TC-06","Heat Pipe TC-07","Heat Pipe TC-08","Heat Pipe TC-09","Heat Pipe TC-10"
9019.074,22.9989828789255,23.6150272919681,37.558885,77.657892,248.011801,574.358222605384,584.099349130046,584.642529657272,584.296793317159,471.997520960232
9020.074,22.9989521896676,23.6149893452219,37.558885,77.657892,248.011801,574.357837166921,584.098806444241,584.642292192667,584.296458907525,471.997612049085
9021.074,22.9984319723016,23.6172516332853,37.5648887642306,77.6812433500621,248.107744442311,574.290437319083,584.124401215547,584.666284174938,584.313213874726,471.998530920386
9022.074,22.9985088080623,23.6172306328702,37.5648887642306,77.6812433500621,248.107744442311,574.29078247345,584.124391102166,584.666229969269,584.313239592884,471.998479695811
9023.074,22.9985465250973,23.6172410364895,37.5648887642306,77.6812433500621,248.107744442311,574.291223696103,584.124486109554,584.666345531832,584.313280844076,471.998643351152
9024.074,22.9985456678219,23.6172012624144,37.5648887642306,77.6812433500621,248.107744442311,574.291052766824,584.124178700561,584.665978225337,584.312933635953,471.998641285438
9025.074,22.9986255808532,23.6172755877117,37.5648887642306,77.6812433500621,248.107744442311,574.290989945954,584.124173499428,584.665762803595,584.313090976276,471.998782592966
9026.074,23.0010315894746,23.6161979143436,37.5688759576454,77.7000921182122,248.204003811896,574.215338864995,584.15284926331,584.687691729142,584.338404262608,472.00049139505
9027.074,23.0008743506429,23.6161560239531,37.5688759576454,77.7000921182122,248.204003811896,574.21556442477,584.1529444516,584.687820552219,584.338594872646,472.000552369829
9028.074,23.0008776094369,23.6161818837192,37.5688759576454,77.7000921182122,248.204003811896,574.215882556689,584.153089759406,584.688022085926,584.338778436748,472.000965191888
9029.074,23.0008483497848,23.6161362303614,37.5688759576454,77.7000921182122,248.204003811896,574.214911025122,584.152813585722,584.687385631304,584.338412603944,472.000560841462
9030.074,23.0008184935276,23.6161295976389,37.5688759576454,77.7000921182122,248.204003811896,574.215141494541,584.152452958481,584.687424585541,584.338127504127,472.000391222212
9031.074,23.0009184455939,23.6173797295687,37.5763199953456,77.7200223554492,248.300750764594,574.138672384987,584.175014836007,584.708878132278,584.355795157469,472.004805800993
9032.074,23.0009583680602,23.6173576175048,37.5763199953456,77.7200223554492,248.300750764594,574.138981900773,584.174926414282,584.708807426756,584.355657594047,472.004761962933
9033.074,23.0009609896484,23.6173496259183,37.5763199953456,77.7200223554492,248.300750764594,574.138918600686,584.174997498622,584.708817453352,584.355802132587,472.005083122867
9034.074,23.0009853738717,23.6173564742394,37.5763199953456,77.7200223554492,248.300750764594,574.137921411416,584.174503195119,584.708428478558,584.355497673412,472.004821652832
9035.074,23.00094444323,23.6173813124998,37.5763199953456,77.7200223554492,248.300750764594,574.138112517409,584.174523010549,584.708299186545,584.355487820893,472.004759326041
9036.074,23.0023335289734,23.6175714627235,37.5816268632275,77.7408620973663,248.397228475835,574.058417892656,584.200616991164,584.728660694316,584.376109206657,472.009862108482
9037.074,23.0023403946066,23.6175729170099,37.5816268632275,77.7408620973663,248.397228475835,574.059038254128,584.200664196076,584.728697710595,584.376204375038,472.009899748972
9038.074,23.0023732192357,23.6175648801203,37.5816268632275,77.7408620973663,248.397228475835,574.058556061907,584.200734805112,584.728843328264,584.376303488278,472.01031564322
9039.074,23.0023446409747,23.6175194769242,37.5816268632275,77.7408620973663,248.397228475835,574.057070495297,584.200316233759,584.728342178721,584.375879550522,472.009927614701
9040.074,23.002397560287,23.6175427569454,37.5816268632275,77.7408620973663,248.397228475835,574.057125035553,584.200142341252,584.728296279859,584.375752289916,472.009798621418
9041.074,23.0025321564314,23.6177165767971,37.5876805811031,77.7607239408796,248.493758023589,573.973432013795,584.222372427062,584.748488891771,584.394142830668,472.014593765581
9042.074,23.0024609585001,23.6177074923314,37.5876805811031,77.7607239408796,248.493758023589,573.974188543948,584.222274145378,584.748444627129,584.394062149226,472.014619023474
9043.074,23.0024782048783,23.6177210787673,37.5876805811031,77.7607239408796,248.493758023589,573.973777361367,584.222339547999,584.748478074581,584.394151507903,472.014959188097
9044.074,23.0024782093789,23.6176942986558,37.5876805811031,77.7607239408796,248.493758023589,573.972198240847,584.221951494497,584.748062295242,584.393777709453,472.014552549225
9045.074,23.0024285162667,23.6176907464158,37.5876805811031,77.7607239408796,248.493758023589,573.972147782466,584.22188809829,584.747974393515,584.393746118435,472.014492146099
9046.074,23.0032187825846,23.6178494624398,37.5934319280196,77.7809658624165,248.590243043268,573.885186802643,584.245202599726,584.767616575537,584.412681784777,472.01910533535
9047.074,23.0032236824181,23.6178476017516,37.5934319280196,77.7809658624165,248.590243043268,573.885989378187,584.245196162957,584.767591205764,584.412693031735,472.019172104272
9048.074,23.0032395582709,23.6178539405537,37.5934319280196,77.7809658624165,248.590243043268,573.885371996923,584.245223205904,584.767666508183,584.412752822471,472.019516970845
9049.074,23.0032472878972,23.6178468898262,37.5934319280196,77.7809658624165,248.590243043268,573.883619972534,584.244763172614,584.767215403469,584.412333208227,472.019048731306
9050.074,23.0032741139085,23.6178586591673,37.5934319280196,77.7809658624165,248.590243043268,573.883418500402,584.244647482234,584.767139261478,584.412237153958,472.019013519519
9051.074,23.0034799648981,23.6179926143341,37.599330154065,77.8012402727475,248.68677859836,573.793389209119,584.266741614325,584.786216716872,584.429877999048,472.022572366734
9052.074,23.0034506123098,23.617979302853,37.599330154065,77.8012402727475,248.68677859836,573.794247123729,584.266670510944,584.786181446925,584.429821655602,472.022673137462
9053.074,23.0034549715967,23.617970606278,37.599330154065,77.8012402727475,248.68677859836,573.793390245269,584.266692907282,584.786190462505,584.42983351803,472.022980294731
9054.074,23.0034408796831,23.6179489331837,37.599330154065,77.8012402727475,248.68677859836,573.791386484317,584.266281709049,584.785760723203,584.429449080204,472.022474686466
9055.074,23.003427152046,23.6179560508895,37.599330154065,77.8012402727475,248.68677859836,573.791169351676,584.266200906409,584.78569928795,584.429432164631,472.022483413805
9056.074,23.003847051513,23.6178653524722,37.6049602817596,77.8213752775795,248.783280874326,573.697655036628,584.288140874817,584.80443702033,584.447249656488,472.025206134759
9057.074,23.00383061865,23.6178710538536,37.6049602817596,77.8213752775795,248.783280874326,573.698648221901,584.288101112898,584.804386707701,584.4472218122,472.025326987411
9058.074,23.0038518386916,23.6178789290233,37.6049602817596,77.8213752775795,248.783280874326,573.697722935835,584.288090495147,584.804389295578,584.447221109034,472.02561026806
9059.074,23.0038532716102,23.6178652985556,37.6049602817596,77.8213752775795,248.783280874326,573.695450507699,584.287637544333,584.803946617732,584.446788501244,472.025064953403
9060.074,23.0038581708956,23.6178676957841,37.6049602817596,77.8213752775795,248.783280874326,573.69513728459,584.287540481646,584.803888669177,584.446725922515,472.025108260029
9061.074,23.004044008102,23.6178933021056,37.6107781794265,77.8416020255467,248.879768579983,573.598292394684,584.308679339463,584.822076510354,584.46360674101,472.026539677302
9062.074,23.004026910729,23.617883588477,37.6107781794265,77.8416020255467,248.879768579983,573.599317874865,584.308609890608,584.822036130246,584.463559179899,472.026688333226
9063.074,23.0040296870654,23.6178797299097,37.6107781794265,77.8416020255467,248.879768579983,573.598250550969,584.308563081031,584.822005113418,584.463515213615,472.026947536937
9064.074,23.0040273987887,23.6178641001252,37.6107781794265,77.8416020255467,248.879768579983,573.595717612469,584.308129897692,584.821558477014,584.463110609327,472.026372713962
9065.074,23.0040203783545,23.6178676697369,37.6107781794265,77.8416020255467,248.879768579983,573.595311595461,584.308068371776,584.821512998787,584.463103524114,472.026450376516
9066.074,23.0042642331509,23.6177242162861,37.6163722395697,77.8617975288437,248.97627609468,573.495066350778,584.328959291228,584.839258866914,584.479808671424,472.02675727344
9067.074,23.0042511240242,23.6177242593802,37.6163722395697,77.8617975288437,248.97627609468,573.496176939137,584.328899777641,584.839201478862,584.479760460669,472.026920699398
9068.074,23.0042631601683,23.6177261396123,37.6163722395697,77.8617975288437,248.97627609468,573.494980294366,584.328833946483,584.839137174891,584.479680771503,472.027157074296
9069.074,23.0042598303396,23.6177157186385,37.6163722395697,77.8617975288437,248.97627609468,573.492214634427,584.328370994852,584.838686035943,584.479242958338,472.026554456869
9070.074,23.004264005739,23.6177178514135,37.6163722395697,77.8617975288437,248.97627609468,573.491757322676,584.3282956057,584.838655421833,584.479219448456,472.026661296015
9071.074,23.00439671699,23.6176014544873,37.6220365577468,77.8819878809586,249.072763016549,573.388184390452,584.34846807266,584.855927510623,584.49524072757,472.025603924534
9072.074,23.0043828017354,23.6175998708011,37.6220365577468,77.8819878809586,249.072763016549,573.389371692678,584.348398169916,584.855874749217,584.49518805587,472.025785917918
9073.074,23.0043894558185,23.6175984331524,37.6220365577468,77.8819878809586,249.072763016549,573.388044018985,584.348295201547,584.855782754493,584.495079763849,472.026002494655
9074.074,23.004389154949,23.6175849145463,37.6220365577468,77.8819878809586,249.072763016549,573.385009799763,584.347838411944,584.855320698222,584.494648335424,472.02537994431
9075.074,23.0043841940549,23.6175856601092,37.6220365577468,77.8819878809586,249.072763016549,573.38448340282,584.3477951696,584.855297848365,584.494658541917,472.02551338169
9076.074,23.0045341538963,23.6173955464957,37.6275928800821,77.9021907956181,249.169247016165,573.277541991822,584.36759567938,584.872088496293,584.510338453214,472.02320849368
9077.074,23.0045233905531,23.6173929758684,37.6275928800821,77.9021907956181,249.169247016165,573.27879913149,584.367522239649,584.872025942409,584.510280620022,472.023399625672
9078.074,23.0045295734846,23.6173930963095,37.6275928800821,77.9021907956181,249.169247016165,573.27734801855,584.367386364169,584.871899472357,584.510128956697,472.023597302861
9079.074,23.0045271794413,23.6173832429246,37.6275928800821,77.9021907956181,249.169247016165,573.274049744848,584.366909368083,584.871431642246,584.509677741158,472.0229549081
9080.074,23.0045289517867,23.6173849325189,37.6275928800821,77.9021907956181,249.169247016165,573.273456149491,584.366863475527,584.87142518602,584.509687590662,472.023111494074
9081.074,23.0046197961126,23.6171915281014,37.6331481074888,77.9223820427493,249.265731803796,573.163175561292,584.386058932042,584.887744703908,584.524779374071,472.019451404185
9082.074,23.0046101014084,23.6171906270301,37.6331481074888,77.9223820427493,249.265731803796,573.164502265534,584.385982272832,584.887681648282,584.524718090417,472.019655383054
9083.074,23.0046157882881,23.6171893576262,37.6331481074888,77.9223820427493,249.265731803796,573.162931148201,584.385818213675,584.887521850041,584.524534880523,472.01983720734
