"Time (s)","Heat Pipe TC-01","Heat Pipe TC-02","Heat Pipe TC-03","Heat Pipe TC-04","Heat Pipe TC-05","Heat Pipe TC-06","Heat Pipe TC-07","Heat Pipe TC-08","Heat Pipe TC-09"
5359.044,21.9321885190747,22.3623726865487,32.063364,61.932601,187.032623,395.172084,502.324977,522.25373805057,504.374877
5360.044,21.9320582827445,22.3624539221417,32.063364,61.932601,187.032623,395.172084,502.324977,522.25392845908,504.374877
5361.044,21.9389530496223,22.3539449904984,32.0766884606039,61.963616691396,187.131752464903,395.305670835302,502.453756192077,522.334174540221,504.501739326188
5362.044,21.9390070540438,22.3540919713368,32.0766884606039,61.963616691396,187.131752464903,395.305670835302,502.453756192077,522.3327148378,504.501739326188
5363.044,21.9390708474529,22.3541766463395,32.0766884606039,61.963616691396,187.131752464903,395.305670835302,502.453756192077,522.331497264575,504.501739326188
5364.044,21.9389812404787,22.3544421912002,32.0766884606039,61.963616691396,187.131752464903,395.305670835302,502.453756192077,522.331828674506,504.501739326188
5365.044,21.9392027550025,22.3544085822543,32.0766884606039,61.963616691396,187.131752464903,395.305670835302,502.453756192077,522.332077400315,504.501739326188
5366.044,21.9397682993212,22.3573334205894,32.0879804630663,61.9978018165684,187.224392675567,395.44350099619,502.582118510997,522.420100843703,504.626764149796
5367.044,21.9397350511326,22.3571947918617,32.0879804630663,61.9978018165684,187.224392675567,395.44350099619,502.582118510997,522.419925954056,504.626764149796
5368.044,21.9397184633996,22.3570487555966,32.0879804630663,61.9978018165684,187.224392675567,395.44350099619,502.582118510997,522.419341114973,504.626764149796
5369.044,21.9398031950078,22.3568791610048,32.0879804630663,61.9978018165684,187.224392675567,395.44350099619,502.582118510997,522.419462419956,504.626764149796
5370.044,21.9396569226119,22.3568396754101,32.0879804630663,61.9978018165684,187.224392675567,395.44350099619,502.582118510997,522.419202446763,504.626764149796
5371.044,21.937778873778,22.3584179183893,32.0984490967529,62.0272303261042,187.322667976896,395.581940859635,502.710445547641,522.505371614124,504.75224182466
5372.044,21.9378395598522,22.3584103504908,32.0984490967529,62.0272303261042,187.322667976896,395.581940859635,502.710445547641,522.5055566614,504.75224182466
5373.044,21.9378302418055,22.3584683249411,32.0984490967529,62.0272303261042,187.322667976896,395.581940859635,502.710445547641,522.505799247413,504.75224182466
5374.044,21.9377164454492,22.3584987479662,32.0984490967529,62.0272303261042,187.322667976896,395.581940859635,502.710445547641,522.506051157093,504.75224182466
5375.044,21.937751918622,22.3585662851163,32.0984490967529,62.0272303261042,187.322667976896,395.581940859635,502.710445547641,522.505943483887,504.75224182466
5376.044,21.9396749036765,22.3580373162751,32.1106580304512,62.0590364813316,187.416963503584,395.721033024685,502.838783581847,522.587141670161,504.877567950547
5377.044,21.9395868473433,22.3580971000071,32.1106580304512,62.0590364813316,187.416963503584,395.721033024685,502.838783581847,522.587162990922,504.877567950547
5378.044,21.939623142075,22.3581167406204,32.1106580304512,62.0590364813316,187.416963503584,395.721033024685,502.838783581847,522.58721518234,504.877567950547
5379.044,21.9396744804503,22.3581721945542,32.1106580304512,62.0590364813316,187.416963503584,395.721033024685,502.838783581847,522.58768636461,504.877567950547
5380.044,21.9396864876336,22.3581344849184,32.1106580304512,62.0590364813316,187.416963503584,395.721033024685,502.838783581847,522.587726817483,504.877567950547
5381.044,21.9397149590714,22.3591768632169,32.1221056513575,62.0924788814359,187.512357153189,395.860739975334,502.967136933214,522.671161792133,505.003041945382
5382.044,21.9397847126105,22.3591615601966,32.1221056513575,62.0924788814359,187.512357153189,395.860739975334,502.967136933214,522.671075390021,505.003041945382
5383.044,21.9397561115234,22.3591170127636,32.1221056513575,62.0924788814359,187.512357153189,395.860739975334,502.967136933214,522.6709638434,505.003041945382
5384.044,21.9397704952755,22.3590410162247,32.1221056513575,62.0924788814359,187.512357153189,395.860739975334,502.967136933214,522.671044598307,505.003041945382
5385.044,21.9397741066247,22.3590341775289,32.1221056513575,62.0924788814359,187.512357153189,395.860739975334,502.967136933214,522.670982918264,505.003041945382
5386.044,21.9398885248767,22.3596784721593,32.1339209615076,62.1234624111516,187.606804986004,396.001518985054,503.095694993972,522.754193867658,505.128638234527
5387.044,21.9398799219355,22.3596274447456,32.1339209615076,62.1234624111516,187.606804986004,396.001518985054,503.095694993972,522.754062662587,505.128638234527
5388.044,21.9399009559627,22.3596500566825,32.1339209615076,62.1234624111516,187.606804986004,396.001518985054,503.095694993972,522.753899958898,505.128638234527
5389.044,21.9398261631234,22.3596813492396,32.1339209615076,62.1234624111516,187.606804986004,396.001518985054,503.095694993972,522.75427983639,505.128638234527
5390.044,21.9398135531561,22.3597003266895,32.1339209615076,62.1234624111516,187.606804986004,396.001518985054,503.095694993972,522.754245812949,505.128638234527
5391.044,21.9402989150309,22.3601616698914,32.1458920943067,62.1554948484984,187.70196142749,396.142474935238,503.224365884823,522.838171347032,505.254404036812
5392.044,21.9402720336466,22.3602181399084,32.1458920943067,62.1554948484984,187.70196142749,396.142474935238,503.224365884823,522.838013243291,505.254404036812
5393.044,21.9402724205688,22.3602236620082,32.1458920943067,62.1554948484984,187.70196142749,396.142474935238,503.224365884823,522.837775701036,505.254404036812
5394.044,21.9403227878849,22.3602424823047,32.1458920943067,62.1554948484984,187.70196142749,396.142474935238,503.224365884823,522.838047074152,505.254404036812
5395.044,21.9403310216904,22.3602351268989,32.1458920943067,62.1554948484984,187.70196142749,396.142474935238,503.224365884823,522.838037568636,505.254404036812
5396.044,21.9405949838585,22.3608966232413,32.1578645105473,62.1881732362852,187.795707009051,396.284255237073,503.353280661969,522.922533751947,505.380381269874
5397.044,21.9406303616105,22.360864173638,32.1578645105473,62.1881732362852,187.795707009051,396.284255237073,503.353280661969,522.922415956698,505.380381269874
5398.044,21.9406274581191,22.3608426846368,32.1578645105473,62.1881732362852,187.795707009051,396.284255237073,503.353280661969,522.922195743537,505.380381269874
5399.044,21.9406003031878,22.3608066059878,32.1578645105473,62.1881732362852,187.795707009051,396.284255237073,503.353280661969,522.922406621549,505.380381269874
5400.044,21.9406075347993,22.3608035773165,32.1578645105473,62.1881732362852,187.795707009051,396.284255237073,503.353280661969,522.922319471164,505.380381269874
5401.044,21.9407948046306,22.3613738446507,32.1699568771071,62.2199773887234,187.889898265738,396.426383149172,503.482382610357,523.006317466806,505.506562419525
5402.044,21.9407809216529,22.3613642013837,32.1699568771071,62.2199773887234,187.889898265738,396.426383149172,503.482382610357,523.006279205749,505.506562419525
5403.044,21.9407907293414,22.3613758588233,32.1699568771071,62.2199773887234,187.889898265738,396.426383149172,503.482382610357,523.006150665551,505.506562419525
5404.044,21.9407799411322,22.3614004179907,32.1699568771071,62.2199773887234,187.889898265738,396.426383149172,503.482382610357,523.006464319655,505.506562419525
5405.044,21.9407733667652,22.3614072655547,32.1699568771071,62.2199773887234,187.889898265738,396.426383149172,503.482382610357,523.006411154061,505.506562419525
5406.044,21.9410627582147,22.3619858928906,32.1821191856783,62.2520636611159,187.983510546738,396.569033841004,503.611739177275,523.090334671636,505.632983454013
5407.044,21.9410630122328,22.3620022655036,32.1821191856783,62.2520636611159,187.983510546738,396.569033841004,503.611739177275,523.090261513318,505.632983454013
5408.044,21.9410603864299,22.3619969100458,32.1821191856783,62.2520636611159,187.983510546738,396.569033841004,503.611739177275,523.090062136127,505.632983454013
5409.044,21.9410676281438,22.3619934851206,32.1821191856783,62.2520636611159,187.983510546738,396.569033841004,503.611739177275,523.090319776748,505.632983454013
5410.044,21.9410746828937,22.361991840004,32.1821191856783,62.2520636611159,187.983510546738,396.569033841004,503.611739177275,523.090292401743,505.632983454013
5411.044,21.941274893046,22.3625639173712,32.1943286153078,62.2843807785773,188.076992616402,396.712080894425,503.741322956605,523.174482940466,505.759634709402
5412.044,21.9412834572873,22.362547244744,32.1943286153078,62.2843807785773,188.076992616402,396.712080894425,503.741322956605,523.174390933133,505.759634709402
5413.044,21.9412859173016,22.3625421960627,32.1943286153078,62.2843807785773,188.076992616402,396.712080894425,503.741322956605,523.174171461012,505.759634709402
5414.044,21.9412744679901,22.3625325736784,32.1943286153078,62.2843807785773,188.076992616402,396.712080894425,503.741322956605,523.174428792383,505.759634709402
5415.044,21.941277792467,22.3625310074325,32.1943286153078,62.2843807785773,188.076992616402,396.712080894425,503.741322956605,523.17438209485,505.759634709402
5416.044,21.9414732923687,22.3631000151137,32.2066029388161,62.3164998649224,188.170010243345,396.855548798276,503.871166180182,523.258667005437,505.88653634573
5417.044,21.9414695295877,22.3630985024085,32.2066029388161,62.3164998649224,188.170010243345,396.855548798276,503.871166180182,523.258598654639,505.88653634573
5418.044,21.9414716616646,22.3631009486979,32.2066029388161,62.3164998649224,188.170010243345,396.855548798276,503.871166180182,523.258373540418,505.88653634573
5419.044,21.9414673703067,22.3631110203166,32.2066029388161,62.3164998649224,188.170010243345,396.855548798276,503.871166180182,523.258651095312,505.88653634573
5420.044,21.9414671101993,22.3631140236687,32.2066029388161,62.3164998649224,188.170010243345,396.855548798276,503.871166180182,523.258602808149,505.88653634573
5421.044,21.941656467457,22.3636757080077,32.2189242714113,62.3486122779046,188.262925815718,396.999383625558,504.001257032334,523.34299948547,506.013683273628
5422.044,21.9416589751537,22.3636777730965,32.2189242714113,62.3486122779046,188.262925815718,396.999383625558,504.001257032334,523.342919356767,506.013683273628
5423.044,21.9416589485611,22.3636741895643,32.2189242714113,62.3486122779046,188.262925815718,396.999383625558,504.001257032334,523.342677813065,506.013683273628
5424.044,21.941657658376,22.3636699972453,32.2189242714113,62.3486122779046,188.262925815718,396.999383625558,504.001257032334,523.34293788126,506.013683273628
5425.044,21.9416622727317,22.3636694883096,32.2189242714113,62.3486122779046,188.262925815718,396.999383625558,504.001257032334,523.342894401189,506.013683273628
5426.044,21.9418310453753,22.3642220937022,32.2312891078092,62.3808103742716,188.355447655109,397.143593040274,504.131610404004,523.427383762129,506.141085662423
5427.044,21.9418330264905,22.3642135262635,32.2312891078092,62.3808103742716,188.355447655109,397.143593040274,504.131610404004,523.427315711185,506.141085662423
5428.044,21.9418342470221,22.3642117932085,32.2312891078092,62.3808103742716,188.355447655109,397.143593040274,504.131610404004,523.427068125082,506.141085662423
5429.044,21.9418280157931,22.3642109762901,32.2312891078092,62.3808103742716,188.355447655109,397.143593040274,504.131610404004,523.427334979671,506.141085662423
5430.044,21.941830061562,22.3642109551092,32.2312891078092,62.3808103742716,188.355447655109,397.143593040274,504.131610404004,523.427281001939,506.141085662423
5431.044,21.9419838499512,22.364762575333,32.2436973356089,62.4129592538584,188.447749006949,397.288146883512,504.262221721346,523.511811220737,506.268741494682
5432.044,21.941983834823,22.3647615884721,32.2436973356089,62.4129592538584,188.447749006949,397.288146883512,504.262221721346,523.51175575453,506.268741494682
5433.044,21.941984657298,22.3647608297793,32.2436973356089,62.4129592538584,188.447749006949,397.288146883512,504.262221721346,523.511502439418,506.268741494682
5434.044,21.9419822154189,22.3647639636513,32.2436973356089,62.4129592538584,188.447749006949,397.288146883512,504.262221721346,523.511766228244,506.268741494682
5435.044,21.9419844842819,22.364765544331,32.2436973356089,62.4129592538584,188.447749006949,397.288146883512,504.262221721346,523.511717196534,506.268741494682
5436.044,21.9421301701748,22.3653086329453,32.2561431915532,62.4450834366048,188.539728913053,397.433043466455,504.393097877962,523.596326022963,506.396655786651
5437.044,21.9421317291139,22.3653059765204,32.2561431915532,62.4450834366048,188.539728913053,397.433043466455,504.393097877962,523.596265875423,506.396655786651
5438.044,21.9421319277923,22.3653036536726,32.2561431915532,62.4450834366048,188.539728913053,397.433043466455,504.393097877962,523.596000679474,506.396655786651
5439.044,21.9421285718486,22.365301858505,32.2561431915532,62.4450834366048,188.539728913053,397.433043466455,504.393097877962,523.596263545646,506.396655786651
5440.044,21.9421315510947,22.3653019018453,32.2561431915532,62.4450834366048,188.539728913053,397.433043466455,504.393097877962,523.596213541708,506.396655786651
5441.044,21.9422630719468,22.3658393781911,32.2686252477341,62.4772180906774,188.631470939566,397.578268868469,504.524237396987,523.680897244447,506.52482803937
5442.044,21.9422637740768,22.3658347588015,32.2686252477341,62.4772180906774,188.631470939566,397.578268868469,504.524237396987,523.680843179252,506.52482803937
5443.044,21.942264345878,22.365833344656,32.2686252477341,62.4772180906774,188.631470939566,397.578268868469,504.524237396987,523.680565650973,506.52482803937
5444.044,21.9422611255123,22.3658341493181,32.2686252477341,62.4772180906774,188.631470939566,397.578268868469,504.524237396987,523.680830321539,506.52482803937
5445.044,21.942263466594,22.3658347384691,32.2686252477341,62.4772180906774,188.631470939566,397.578268868469,504.524237396987,523.680779486636,506.52482803937
5446.044,21.9423854762185,22.3663680336884,32.2811415082306,62.5093397632812,188.722907045816,397.723817946685,504.655643604731,523.765549820551,506.653260816732
5447.044,21.9423862691097,22.3663658906365,32.2811415082306,62.5093397632812,188.722907045816,397.723817946685,504.655643604731,523.765499833683,506.653260816732
5448.044,21.9423864239962,22.3663644091169,32.2811415082306,62.5093397632812,188.722907045816,397.723817946685,504.655643604731,523.765213721565,506.653260816732
5449.044,21.9423837919519,22.3663652340219,32.2811415082306,62.5093397632812,188.722907045816,397.723817946685,504.655643604731,523.76547579558,506.653260816732
5450.044,21.9423863158041,22.3663661678775,32.2811415082306,62.5093397632812,188.722907045816,397.723817946685,504.655643604731,523.765422500792,506.653260816732
5451.044,21.9424986730466,22.3668926076766,32.2936901941013,62.541438123769,188.814083594349,397.869683586646,504.787316283541,523.850267237743,506.781954272728
5452.044,21.9424994791543,22.3668892493386,32.2936901941013,62.541438123769,188.814083594349,397.869683586646,504.787316283541,523.850220219317,506.781954272728
5453.044,21.9424996269566,22.3668875429817,32.2936901941013,62.541438123769,188.814083594349,397.869683586646,504.787316283541,523.849926108866,506.781954272728
5454.044,21.9424969731206,22.3668872901144,32.2936901941013,62.541438123769,188.814083594349,397.869683586646,504.787316283541,523.850188455251,506.781954272728
5455.044,21.9424994633479,22.3668876916892,32.2936901941013,62.541438123769,188.814083594349,397.869683586646,504.787316283541,523.850133052091,506.781954272728
5456.044,21.9426029495451,22.3674091356483,32.3062700073921,62.5735269446214,188.904974462998,398.015861619003,504.919257194332,523.935038520583,506.910909850935
5457.044,21.9426035641623,22.3674057673418,32.3062700073921,62.5735269446214,188.904974462998,398.015861619003,504.919257194332,523.934997503124,506.910909850935
5458.044,21.9426036073296,22.3674043203279,32.3062700073921,62.5735269446214,188.904974462998,398.015861619003,504.919257194332,523.934694571682,506.910909850935
5459.044,21.9426011776427,22.3674050906096,32.3062700073921,62.5735269446214,188.904974462998,398.015861619003,504.919257194332,523.934957584872,506.910909850935
5460.044,21.9426035138974,22.3674058447993,32.3062700073921,62.5735269446214,188.904974462998,398.015861619003,504.919257194332,523.934901784429,506.910909850935
