"Time (s)"
10639.087
10640.087
10641.087
10642.087
10643.087
10644.087
10645.087
10646.087
10647.087
10648.087
10649.087
10650.087
10651.087
10652.087
10653.087
10654.087
10655.087
10656.087
10657.087
10658.087
10659.087
10660.087
10661.087
10662.087
10663.087
10664.087
10665.087
10666.087
10667.087
10668.087
10669.087
10670.087
10671.087
10672.087
10673.087
10674.087
10675.087
10676.087
10677.087
10678.087
10679.087
10680.087
10681.087
10682.087
10683.087
10684.087
10685.087
10686.087
10687.087
10688.087
10689.087
10690.087
10691.087
10692.087
10693.087
10694.087
10695.087
10696.087
10697.087
10698.087
10699.087
10700.087
10701.087
10702.087
10703.087
10704.087
10705.087
10706.087
10707.087
10708.087
10709.087
10710.087
10711.087
10712.087
10713.087
10714.087
10715.087
10716.087
10717.087
10718.087
10719.087
10720.087
10721.087
10722.087
10723.087
10724.087
10725.087
10726.087
10727.087
10728.087
10729.087
10730.087
10731.087
10732.087
10733.087
10734.087
10735.087
10736.087
10737.087
10738.087
10739.087
10740.087
10741.087
10742.087
10743.087
10744.087
10745.087
10746.087
10747.087
10748.087
10749.087
10750.087
10751.087
10752.087
10753.087
10754.087
10755.087
10756.087
10757.087
10758.087
10759.087
10760.087
10761.087
10762.087
10763.087
10764.087
10765.087
10766.087
10767.087
10768.087
10769.087
10770.087
10771.087
10772.087
10773.087
10774.087
10775.087
10776.087
10777.087
10778.087
10779.087
10780.087
10781.087
10782.087
10783.087
10784.087
10785.087
10786.087
10787.087
10788.087
10789.087
10790.087
10791.087
10792.087
10793.087
10794.087
10795.087
10796.087
10797.087
10798.087
10799.087
10800.087
10801.087
10802.087
10803.087
10804.087
10805.087
10806.087
10807.087
10808.087
10809.087
10810.087
10811.087
10812.087
10813.087
10814.087
10815.087
10816.087
10817.087
10818.087
10819.087
10820.087
10821.087
10822.087
10823.087
10824.087
10825.087
10826.087
10827.087
10828.087
10829.087
10830.087
10831.087
10832.087
10833.087
10834.087
10835.087
10836.087
10837.087
10838.087
10839.087
10840.087
10841.087
10842.087
10843.087
10844.087
10845.087
10846.087
10847.087
10848.087
10849.087
10850.087
10851.087
10852.087
10853.087
10854.087
10855.087
10856.087
10857.087
10858.087
10859.087
10860.087
10861.087
10862.087
10863.087
10864.087
10865.087
10866.087
10867.087
10868.087
10869.087
10870.087
10871.087
10872.087
10873.087
10874.087
10875.087
10876.087
10877.087
10878.087
10879.087
10880.087
10881.087
10882.087
10883.087
10884.087
10885.087
10886.087
10887.087
10888.087
10889.087
10890.087
10891.087
10892.087
10893.087
10894.087
10895.087
10896.087
10897.087
10898.087
10899.087
10900.087
10901.087
10902.087
10903.087
10904.087
10905.087
10906.087
10907.087
10908.087
10909.087
10910.087
10911.087
10912.087
10913.087
10914.087
10915.087
10916.087
10917.087
10918.087
10919.087
10920.087
10921.087
10922.087
10923.087
10924.087
10925.087
10926.087
10927.087
10928.087
10929.087
10930.087
10931.087
10932.087
10933.087
10934.087
10935.087
10936.087
10937.087
10938.087
10939.087
10940.087
10941.087
10942.087
10943.087
10944.087
10945.087
10946.087
10947.087
10948.087
10949.087
10950.087
10951.087
10952.087
10953.087
10954.087
10955.087
10956.087
10957.087
10958.087
10959.087
10960.087
10961.087
10962.087
10963.087
10964.087
10965.087
10966.087
10967.087
10968.087
10969.087
10970.087
10971.087
10972.087
10973.087
10974.087
10975.087
10976.087
10977.087
10978.087
10979.087
10980.087
10981.087
10982.087
10983.087
10984.087
10985.087
10986.087
10987.087
10988.087
10989.087
10990.087
10991.087
10992.087
10993.087
10994.087
10995.087
10996.087
10997.087
10998.087
10999.087
11000.087
11001.087
11002.087
11003.087
11004.087
11005.087
11006.087
11007.087
11008.087
11009.087
11010.087
11011.087
11012.087
11013.087
11014.087
11015.087
11016.087
11017.087
11018.087
11019.087
11020.087
11021.087
11022.087
11023.087
11024.087
11025.087
11026.087
11027.087
11028.087
11029.087
11030.087
11031.087
11032.087
11033.087
11034.087
11035.087
11036.087
11037.087
11038.087
11039.087
11040.087
11041.087
11042.087
11043.087
11044.087
11045.087
11046.087
11047.087
11048.087
11049.087
11050.087
11051.087
11052.087
11053.087
11054.087
11055.087
11056.087
11057.087
11058.087
11059.087
11060.087
11061.087
11062.087
11063.087
11064.087
11065.087
11066.087
11067.087
11068.087
11069.087
11070.087
11071.087
11072.087
11073.087
11074.087
11075.087
11076.087
11077.087
11078.087
11079.087
11080.087
11081.087
11082.087
11083.087
11084.087
11085.087
11086.087
11087.087
11088.087
11089.087
11090.087
11091.087
11092.087
11093.087
11094.087
11095.087
11096.087
11097.087
11098.087
11099.087
11100.087
11101.087
11102.087
11103.087
11104.087
11105.087
11106.087
11107.087
11108.087
11109.087
11110.087
11111.087
11112.087
11113.087
11114.087
11115.087
11116.087
11117.087
11118.087
11119.087
11120.087
11121.087
11122.087
11123.087
11124.087
11125.087
11126.087
11127.087
11128.087
11129.087
11130.087
11131.087
11132.087
11133.087
11134.087
11135.087
11136.087
11137.087
11138.087
11139.087
11140.087
11141.087
11142.087
11143.087
11144.087
11145.087
11146.087
11147.087
11148.087
11149.087
11150.087
11151.087
11152.087
11153.087
11154.087
11155.087
11156.087
11157.087
11158.087
11159.087
11160.087
11161.087
11162.087
11163.087
11164.087
11165.087
11166.087
11167.087
11168.087
11169.087
11170.087
11171.087
11172.087
11173.087
11174.087
11175.087
11176.087
11177.087
11178.087
11179.087
11180.087
11181.087
11182.087
11183.087
11184.087
11185.087
11186.087
11187.087
11188.087
11189.087
11190.087
11191.087
11192.087
11193.087
11194.087
11195.087
11196.087
11197.087
11198.087
11199.087
11200.087
11201.087
11202.087
11203.087
11204.087
11205.087
11206.087
11207.087
11208.087
11209.087
11210.087
11211.087
11212.087
11213.087
11214.087
11215.087
11216.087
11217.087
11218.087
11219.087
11220.087
11221.087
11222.087
11223.087
11224.087
11225.087
11226.087
11227.087
11228.087
11229.087
11230.087
11231.087
11232.087
11233.087
11234.087
11235.087
11236.087
11237.087
11238.087
