"Time (s)"
10339.013
10340.013
10341.013
10342.013
10343.013
10344.013
10345.013
10346.013
10347.013
10348.013
10349.013
10350.013
10351.013
10352.013
10353.013
10354.013
10355.013
10356.013
10357.013
10358.013
10359.013
10360.013
10361.013
10362.013
10363.013
10364.013
10365.013
10366.013
10367.013
10368.013
10369.013
10370.013
10371.013
10372.013
10373.013
10374.013
10375.013
10376.013
10377.013
10378.013
10379.013
10380.013
10381.013
10382.013
10383.013
10384.013
10385.013
10386.013
10387.013
10388.013
10389.013
10390.013
10391.013
10392.013
10393.013
10394.013
10395.013
10396.013
10397.013
10398.013
10399.013
10400.013
10401.013
10402.013
10403.013
10404.013
10405.013
10406.013
10407.013
10408.013
10409.013
10410.013
10411.013
10412.013
10413.013
10414.013
10415.013
10416.013
10417.013
10418.013
10419.013
10420.013
10421.013
10422.013
10423.013
10424.013
10425.013
10426.013
10427.013
10428.013
10429.013
10430.013
10431.013
10432.013
10433.013
10434.013
10435.013
10436.013
10437.013
10438.013
10439.013
10440.013
10441.013
10442.013
10443.013
10444.013
10445.013
10446.013
10447.013
10448.013
10449.013
10450.013
10451.013
10452.013
10453.013
10454.013
10455.013
10456.013
10457.013
10458.013
10459.013
10460.013
10461.013
10462.013
10463.013
10464.013
10465.013
10466.013
10467.013
10468.013
10469.013
10470.013
10471.013
10472.013
10473.013
10474.013
10475.013
10476.013
10477.013
10478.013
10479.013
10480.013
10481.013
10482.013
10483.013
10484.013
10485.013
10486.013
10487.013
10488.013
10489.013
10490.013
10491.013
10492.013
10493.013
10494.013
10495.013
10496.013
10497.013
10498.013
10499.013
10500.013
10501.013
10502.013
10503.013
10504.013
10505.013
10506.013
10507.013
10508.013
10509.013
10510.013
10511.013
10512.013
10513.013
10514.013
10515.013
10516.013
10517.013
10518.013
10519.013
10520.013
10521.013
10522.013
10523.013
10524.013
10525.013
10526.013
10527.013
10528.013
10529.013
10530.013
10531.013
10532.013
10533.013
10534.013
10535.013
10536.013
10537.013
10538.013
10539.013
10540.013
10541.013
10542.013
10543.013
10544.013
10545.013
10546.013
10547.013
10548.013
10549.013
10550.013
10551.013
10552.013
10553.013
10554.013
10555.013
10556.013
10557.013
10558.013
10559.013
10560.013
10561.013
10562.013
10563.013
10564.013
10565.013
10566.013
10567.013
10568.013
10569.013
10570.013
10571.013
10572.013
10573.013
10574.013
10575.013
10576.013
10577.013
10578.013
10579.013
10580.013
10581.013
10582.013
10583.013
10584.013
10585.013
10586.013
10587.013
10588.013
10589.013
10590.013
10591.013
10592.013
10593.013
10594.013
10595.013
10596.013
10597.013
10598.013
10599.013
10600.013
10601.013
10602.013
10603.013
10604.013
10605.013
10606.013
10607.013
10608.013
10609.013
10610.013
10611.013
10612.013
10613.013
10614.013
10615.013
10616.013
10617.013
10618.013
10619.013
10620.013
10621.013
10622.013
10623.013
10624.013
10625.013
10626.013
10627.013
10628.013
10629.013
10630.013
10631.013
10632.013
10633.013
10634.013
10635.013
10636.013
10637.013
10638.013
10639.013
10640.013
10641.013
10642.013
10643.013
10644.013
10645.013
10646.013
10647.013
10648.013
10649.013
10650.013
10651.013
10652.013
10653.013
10654.013
10655.013
10656.013
10657.013
10658.013
10659.013
10660.013
10661.013
10662.013
10663.013
10664.013
10665.013
10666.013
10667.013
10668.013
10669.013
10670.013
10671.013
10672.013
10673.013
10674.013
10675.013
10676.013
10677.013
10678.013
10679.013
10680.013
10681.013
10682.013
10683.013
10684.013
10685.013
10686.013
10687.013
10688.013
10689.013
10690.013
10691.013
10692.013
10693.013
10694.013
10695.013
10696.013
10697.013
10698.013
10699.013
10700.013
