"Time (s)","Heat Pipe TC-01","Heat Pipe TC-02","Heat Pipe TC-03","Heat Pipe TC-04","Heat Pipe TC-05","Heat Pipe TC-06","Heat Pipe TC-07","Heat Pipe TC-08","Heat Pipe TC-09","Heat Pipe TC-10"
9679.056,23.1667374918265,23.8027664901696,38.35035,80.187059,259.526884,563.807987522263,586.997805,587.416663,586.298765,473.324396661297
9680.056,23.1667778451387,23.8028276813589,38.35035,80.187059,259.526884,563.813284483156,586.997805,587.416663,586.298765,473.32390196111
9681.056,23.1603555106522,23.8082722137218,38.3571877966101,80.2040046401465,259.61361524595,563.28978396399,586.995519311112,587.410550391191,586.298178534763,473.308223598391
9682.056,23.1580186098246,23.8098521821135,38.3571877966101,80.2040046401465,259.61361524595,563.291178482173,586.995519311112,587.410550391191,586.298178534763,473.308896251059
9683.056,23.1579825872779,23.8093629337013,38.3571877966101,80.2040046401465,259.61361524595,563.292316367011,586.995519311112,587.410550391191,586.298178534763,473.309261850071
9684.056,23.1579921143363,23.809370164934,38.3571877966101,80.2040046401465,259.61361524595,563.28264649174,586.995519311112,587.410550391191,586.298178534763,473.309921175372
9685.056,23.1579457247492,23.8092146961823,38.3571877966101,80.2040046401465,259.61361524595,563.293123209188,586.995519311112,587.410550391191,586.298178534763,473.3094636511
9686.056,23.1571046048774,23.8084452369833,38.3617304212434,80.2184124323844,259.700579946269,562.772376383708,586.989465834929,587.40247426449,586.284746882103,473.298235501332
9687.056,23.158587239022,23.8075811321695,38.3617304212434,80.2184124323844,259.700579946269,562.772363507954,586.989465834929,587.40247426449,586.284746882103,473.298923464165
9688.056,23.1586292738345,23.8077239024748,38.3617304212434,80.2184124323844,259.700579946269,562.772561452885,586.989465834929,587.40247426449,586.284746882103,473.299002970558
9689.056,23.1587128731636,23.8076967129624,38.3617304212434,80.2184124323844,259.700579946269,562.756701863733,586.989465834929,587.40247426449,586.284746882103,473.299927021514
9690.056,23.1587130688133,23.8077186015696,38.3617304212434,80.2184124323844,259.700579946269,562.774995068334,586.989465834929,587.40247426449,586.284746882103,473.299059182661
9691.056,23.1590781055789,23.8078402054836,38.3675529018733,80.2353149086562,259.789306437329,562.327376411912,586.988733586096,587.394901361463,586.279590161834,473.292158174923
9692.056,23.1589055065256,23.8079446157825,38.3675529018733,80.2353149086562,259.789306437329,562.326005258024,586.988733586096,587.394901361463,586.279590161834,473.292463231068
9693.056,23.1589010998815,23.807958425953,38.3675529018733,80.2353149086562,259.789306437329,562.322352161237,586.988733586096,587.394901361463,586.279590161834,473.292707495916
9694.056,23.1588270142548,23.8079295776038,38.3675529018733,80.2353149086562,259.789306437329,562.299288913056,586.988733586096,587.394901361463,586.279590161834,473.293477860004
9695.056,23.1587952738312,23.8080175254106,38.3675529018733,80.2353149086562,259.789306437329,562.324187249936,586.988733586096,587.394901361463,586.279590161834,473.292734087235
9696.056,23.1575861771222,23.808393503673,38.3729912546511,80.2516064771293,259.880113039727,561.980206906705,586.98915997372,587.391627599157,586.271043958605,473.291282600448
9697.056,23.1572060578933,23.8085812931372,38.3729912546511,80.2516064771293,259.880113039727,561.977423196503,586.98915997372,587.391627599157,586.271043958605,473.291593684339
9698.056,23.1572253967409,23.8085477658702,38.3729912546511,80.2516064771293,259.880113039727,561.967542972822,586.98915997372,587.391627599157,586.271043958605,473.291727860658
9699.056,23.1572430074657,23.8084822660708,38.3729912546511,80.2516064771293,259.880113039727,561.935266775245,586.98915997372,587.391627599157,586.271043958605,473.292482671841
9700.056,23.1573545349889,23.8084686517347,38.3729912546511,80.2516064771293,259.880113039727,561.961318495002,586.98915997372,587.391627599157,586.271043958605,473.291702718969
9701.056,23.1564860751005,23.8079721653485,38.3780498580029,80.2683391971627,259.972097261011,561.730161939631,586.996541886078,587.393168660511,586.264336444496,473.293452811268
9702.056,23.1567398079617,23.8077442950625,38.3780498580029,80.2683391971627,259.972097261011,561.725455710436,586.996541886078,587.393168660511,586.264336444496,473.293475913605
9703.056,23.156738008669,23.807846104441,38.3780498580029,80.2683391971627,259.972097261011,561.709745474353,586.996541886078,587.393168660511,586.264336444496,473.29367557145
9704.056,23.1567466045819,23.80781469848,38.3780498580029,80.2683391971627,259.972097261011,561.670231144582,586.996541886078,587.393168660511,586.264336444496,473.294292779954
9705.056,23.1567204223885,23.807908860588,38.3780498580029,80.2683391971627,259.972097261011,561.693969485267,586.996541886078,587.393168660511,586.264336444496,473.293717068156
9706.056,23.1563597531053,23.8078124909425,38.3837635068727,80.285145427628,260.06538250481,561.563846722023,587.008966633018,587.400891311415,586.257338278984,473.298282336899
9707.056,23.1562722784005,23.8076871664891,38.3837635068727,80.285145427628,260.06538250481,561.557351609322,587.008966633018,587.400891311415,586.257338278984,473.298377614206
9708.056,23.1562913783588,23.807791371831,38.3837635068727,80.285145427628,260.06538250481,561.537168216907,587.008966633018,587.400891311415,586.257338278984,473.29851104634
9709.056,23.1562808573646,23.8077680441684,38.3837635068727,80.285145427628,260.06538250481,561.493868611254,587.008966633018,587.400891311415,586.257338278984,473.298951779219
9710.056,23.1562868003616,23.8078206849934,38.3837635068727,80.285145427628,260.06538250481,561.512306364704,587.008966633018,587.400891311415,586.257338278984,473.298441539214
9711.056,23.1555431658656,23.8082196452674,38.3889702585351,80.3019153126357,260.159223832326,561.460016213599,587.025942959645,587.414154061711,586.250552062914,473.304793717268
9712.056,23.1555043019164,23.8081474578391,38.3889702585351,80.3019153126357,260.159223832326,561.451955801547,587.025942959645,587.414154061711,586.250552062914,473.304688875292
9713.056,23.1555151413262,23.8082386260745,38.3889702585351,80.3019153126357,260.159223832326,561.429389821502,587.025942959645,587.414154061711,586.250552062914,473.304846581408
