"Time (s)","Heat Pipe TC-01","Heat Pipe TC-02","Heat Pipe TC-03","Heat Pipe TC-04","Heat Pipe TC-05","Heat Pipe TC-06","Heat Pipe TC-07","Heat Pipe TC-08","Heat Pipe TC-09","Heat Pipe TC-10"
14641.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14642.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14643.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14644.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14645.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14646.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14647.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14648.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14649.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14650.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14651.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14652.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14653.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14654.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14655.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14656.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14657.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14658.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14659.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14660.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14661.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14662.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14663.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14664.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14665.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14666.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14667.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14668.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14669.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14670.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14671.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14672.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14673.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14674.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14675.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14676.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14677.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14678.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14679.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
14680.067,23.87395815,24.5740168,39.9879354916667,82.6718565833333,249.184477858333,440.152510275,493.642648608333,503.808074933333,477.388004333333,395.43085645
