Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Temp
20469.075,44650.594887,25.958637,26.595593,41.555358,84.919838,291.040905,569.523479,570.989431,572.16791,572.381971,479.392533,598.0
20470.029,44650.594898,25.958637,26.595593,41.555358,84.919838,291.040905,569.523479,570.989431,572.16791,572.381971,479.392533,598.0
20471.091,44650.594911,25.957468,26.613409,41.572298,84.954204,291.482286,569.591132,571.03511,572.221201,572.419932,479.503733,598.0
20472.046,44650.594922,25.957468,26.613409,41.572298,84.954204,291.482286,569.591132,571.03511,572.221201,572.419932,479.503733,598.0
20473.001,44650.594933,25.957468,26.613409,41.572298,84.954204,291.482286,569.591132,571.03511,572.221201,572.419932,479.503733,598.1
20474.059,44650.594945,25.957468,26.613409,41.572298,84.954204,291.482286,569.591132,571.03511,572.221201,572.419932,479.503733,598.1
20475.014,44650.594956,25.957468,26.613409,41.572298,84.954204,291.482286,569.591132,571.03511,572.221201,572.419932,479.503733,598.1
20476.076,44650.594968,25.96343,26.61194,41.575717,84.978104,291.915039,569.632909,571.078094,572.241024,572.438749,479.583095,598.1
20477.028,44650.594979,25.96343,26.61194,41.575717,84.978104,291.915039,569.632909,571.078094,572.241024,572.438749,479.583095,598.1
20478.085,44650.594992,25.96343,26.61194,41.575717,84.978104,291.915039,569.632909,571.078094,572.241024,572.438749,479.583095,598.1
20479.049,44650.595003,25.96343,26.61194,41.575717,84.978104,291.915039,569.632909,571.078094,572.241024,572.438749,479.583095,598.1
20480.005,44650.595014,25.96343,26.61194,41.575717,84.978104,291.915039,569.632909,571.078094,572.241024,572.438749,479.583095,598.1
20481.061,44650.595026,25.959575,26.606789,41.573368,84.994368,292.346509,569.664328,571.089586,572.240431,572.447556,479.639321,598.1
20482.016,44650.595037,25.959575,26.606789,41.573368,84.994368,292.346509,569.664328,571.089586,572.240431,572.447556,479.639321,598.1
20483.074,44650.595049,25.959575,26.606789,41.573368,84.994368,292.346509,569.664328,571.089586,572.240431,572.447556,479.639321,598.1
20484.032,44650.59506,25.959575,26.606789,41.573368,84.994368,292.346509,569.664328,571.089586,572.240431,572.447556,479.639321,598.1
20485.091,44650.595073,25.959575,26.606789,41.573368,84.994368,292.346509,569.664328,571.089586,572.240431,572.447556,479.639321,598.1
20486.047,44650.595084,25.960887,26.615766,41.574984,85.021537,292.780114,569.692734,571.093996,572.233316,572.430257,479.656065,598.1
20487.104,44650.595096,25.960887,26.615766,41.574984,85.021537,292.780114,569.692734,571.093996,572.233316,572.430257,479.656065,598.1
20488.057,44650.595107,25.960887,26.615766,41.574984,85.021537,292.780114,569.692734,571.093996,572.233316,572.430257,479.656065,598.1
20489.083,44650.595119,25.960887,26.615766,41.574984,85.021537,292.780114,569.692734,571.093996,572.233316,572.430257,479.656065,598.1
20490.039,44650.59513,25.960887,26.615766,41.574984,85.021537,292.780114,569.692734,571.093996,572.233316,572.430257,479.656065,598.1
20491.062,44650.595142,25.965269,26.627809,41.591208,85.054396,293.228708,569.71942,571.088486,572.211692,572.414452,479.651218,598.1
20492.017,44650.595153,25.965269,26.627809,41.591208,85.054396,293.228708,569.71942,571.088486,572.211692,572.414452,479.651218,598.1
20493.076,44650.595165,25.965269,26.627809,41.591208,85.054396,293.228708,569.71942,571.088486,572.211692,572.414452,479.651218,598.0
20494.031,44650.595176,25.965269,26.627809,41.591208,85.054396,293.228708,569.71942,571.088486,572.211692,572.414452,479.651218,598.0
20495.09,44650.595188,25.965269,26.627809,41.591208,85.054396,293.228708,569.71942,571.088486,572.211692,572.414452,479.651218,598.0
20496.047,44650.595199,25.962313,26.615893,41.587818,85.07227,293.668749,569.704746,571.077633,572.173088,572.376072,479.603254,598.0
20497.001,44650.59521,25.962313,26.615893,41.587818,85.07227,293.668749,569.704746,571.077633,572.173088,572.376072,479.603254,598.0
20498.059,44650.595223,25.962313,26.615893,41.587818,85.07227,293.668749,569.704746,571.077633,572.173088,572.376072,479.603254,598.0
20499.01,44650.595234,25.962313,26.615893,41.587818,85.07227,293.668749,569.704746,571.077633,572.173088,572.376072,479.603254,598.0
20500.067,44650.595246,25.962313,26.615893,41.587818,85.07227,293.668749,569.704746,571.077633,572.173088,572.376072,479.603254,598.0
20501.022,44650.595257,25.969492,26.620238,41.597338,85.102302,294.113333,569.705065,571.049146,572.134305,572.331917,479.543007,597.9
20502.079,44650.595269,25.969492,26.620238,41.597338,85.102302,294.113333,569.705065,571.049146,572.134305,572.331917,479.543007,597.9
20503.032,44650.59528,25.969492,26.620238,41.597338,85.102302,294.113333,569.705065,571.049146,572.134305,572.331917,479.543007,597.9
20504.088,44650.595293,25.969492,26.620238,41.597338,85.102302,294.113333,569.705065,571.049146,572.134305,572.331917,479.543007,597.8
20505.046,44650.595304,25.969492,26.620238,41.597338,85.102302,294.113333,569.705065,571.049146,572.134305,572.331917,479.543007,597.8
20506.005,44650.595315,25.961408,26.617819,41.586007,85.127945,294.537433,569.676151,571.002442,572.09006,572.271111,479.438961,597.8
20507.062,44650.595327,25.961408,26.617819,41.586007,85.127945,294.537433,569.676151,571.002442,572.09006,572.271111,479.438961,597.8
20508.017,44650.595338,25.961408,26.617819,41.586007,85.127945,294.537433,569.676151,571.002442,572.09006,572.271111,479.438961,597.8
20509.077,44650.59535,25.961408,26.617819,41.586007,85.127945,294.537433,569.676151,571.002442,572.09006,572.271111,479.438961,597.7
20510.062,44650.595362,25.961408,26.617819,41.586007,85.127945,294.537433,569.676151,571.002442,572.09006,572.271111,479.438961,597.7
20511.007,44650.595373,25.962392,26.613614,41.601717,85.148713,294.973739,569.648412,570.956619,572.028347,572.210964,479.314505,597.7
20512.003,44650.595384,25.962392,26.613614,41.601717,85.148713,294.973739,569.648412,570.956619,572.028347,572.210964,479.314505,597.7
