Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
10399.102,44650.478337,23.245718,23.898804,39.068395,82.606122,267.564132,496.783344,569.926338,570.989741,557.179904,449.071089,0.0,572.1
10400.068,44650.478348,23.245718,23.898804,39.068395,82.606122,267.564132,496.783344,569.926338,570.989741,557.179904,449.071089,0.0,572.1
10401.007,44650.478359,23.245714,23.902938,39.079398,82.627949,267.60072,496.63166,569.730538,570.863642,556.964928,448.930981,0.0,572.1
10402.006,44650.47837,23.245714,23.902938,39.079398,82.627949,267.60072,496.63166,569.730538,570.863642,556.964928,448.930981,0.0,572.0
10403.007,44650.478382,23.245714,23.902938,39.079398,82.627949,267.60072,496.63166,569.730538,570.863642,556.964928,448.930981,0.0,572.0
10404.003,44650.478393,23.245714,23.902938,39.079398,82.627949,267.60072,496.63166,569.730538,570.863642,556.964928,448.930981,0.0,571.9
10405.068,44650.478406,23.245714,23.902938,39.079398,82.627949,267.60072,496.63166,569.730538,570.863642,556.964928,448.930981,0.0,571.9
10406.015,44650.478417,23.244006,23.89733,39.086832,82.638929,267.627925,496.459797,569.515451,570.733694,556.738498,448.773776,0.0,571.9
10407.068,44650.478429,23.244006,23.89733,39.086832,82.638929,267.627925,496.459797,569.515451,570.733694,556.738498,448.773776,0.0,571.8
10408.015,44650.47844,23.244006,23.89733,39.086832,82.638929,267.627925,496.459797,569.515451,570.733694,556.738498,448.773776,0.0,571.8
10409.07,44650.478452,23.244006,23.89733,39.086832,82.638929,267.627925,496.459797,569.515451,570.733694,556.738498,448.773776,0.0,571.8
10410.019,44650.478463,23.244006,23.89733,39.086832,82.638929,267.627925,496.459797,569.515451,570.733694,556.738498,448.773776,0.0,571.8
10411.073,44650.478475,23.243758,23.898855,39.081804,82.654388,267.657466,496.302112,569.299504,570.598074,556.511878,448.625802,0.0,571.7
10412.024,44650.478486,23.243758,23.898855,39.081804,82.654388,267.657466,496.302112,569.299504,570.598074,556.511878,448.625802,0.0,571.7
10413.076,44650.478498,23.243758,23.898855,39.081804,82.654388,267.657466,496.302112,569.299504,570.598074,556.511878,448.625802,0.0,571.6
10414.026,44650.478509,23.243758,23.898855,39.081804,82.654388,267.657466,496.302112,569.299504,570.598074,556.511878,448.625802,0.0,571.6
10415.078,44650.478522,23.243758,23.898855,39.081804,82.654388,267.657466,496.302112,569.299504,570.598074,556.511878,448.625802,0.0,571.6
10416.027,44650.478533,23.24617,23.897483,39.093384,82.668299,267.689159,496.145253,569.094976,570.485845,556.299694,448.478729,0.0,571.6
10417.076,44650.478545,23.24617,23.897483,39.093384,82.668299,267.689159,496.145253,569.094976,570.485845,556.299694,448.478729,0.0,571.5
