Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
12319.039,44650.500558,23.476282,24.188089,40.119742,84.804481,262.311455,447.688275,501.162464,512.440718,485.273917,400.429962,0.0,509.5
12320.094,44650.50057,23.476282,24.188089,40.119742,84.804481,262.311455,447.688275,501.162464,512.440718,485.273917,400.429962,0.0,509.4
12321.05,44650.500581,23.467817,24.186721,40.11471,84.794824,262.264543,447.578195,501.007596,512.287969,485.106929,400.314458,0.0,509.4
12322.003,44650.500592,23.467817,24.186721,40.11471,84.794824,262.264543,447.578195,501.007596,512.287969,485.106929,400.314458,0.0,509.4
12323.059,44650.500605,23.467817,24.186721,40.11471,84.794824,262.264543,447.578195,501.007596,512.287969,485.106929,400.314458,0.0,509.4
12324.01,44650.500616,23.467817,24.186721,40.11471,84.794824,262.264543,447.578195,501.007596,512.287969,485.106929,400.314458,0.0,509.3
12325.064,44650.500628,23.467817,24.186721,40.11471,84.794824,262.264543,447.578195,501.007596,512.287969,485.106929,400.314458,0.0,509.3
12326.015,44650.500639,23.475486,24.184221,40.118441,84.78485,262.23399,447.458381,500.860264,512.132322,484.954854,400.197276,0.0,509.2
12327.07,44650.500651,23.475486,24.184221,40.118441,84.78485,262.23399,447.458381,500.860264,512.132322,484.954854,400.197276,0.0,509.2
12328.021,44650.500662,23.475486,24.184221,40.118441,84.78485,262.23399,447.458381,500.860264,512.132322,484.954854,400.197276,0.0,509.2
12329.076,44650.500674,23.475486,24.184221,40.118441,84.78485,262.23399,447.458381,500.860264,512.132322,484.954854,400.197276,0.0,509.1
12330.027,44650.500685,23.475486,24.184221,40.118441,84.78485,262.23399,447.458381,500.860264,512.132322,484.954854,400.197276,0.0,509.1
12331.087,44650.500698,23.475476,24.184093,40.120596,84.78789,262.185761,447.351296,500.702521,511.986791,484.792836,400.090737,0.0,509.1
12332.039,44650.500709,23.475476,24.184093,40.120596,84.78789,262.185761,447.351296,500.702521,511.986791,484.792836,400.090737,0.0,509.1
12333.095,44650.500721,23.475476,24.184093,40.120596,84.78789,262.185761,447.351296,500.702521,511.986791,484.792836,400.090737,0.0,509.0
12334.05,44650.500732,23.475476,24.184093,40.120596,84.78789,262.185761,447.351296,500.702521,511.986791,484.792836,400.090737,0.0,509.0
12335.103,44650.500744,23.475476,24.184093,40.120596,84.78789,262.185761,447.351296,500.702521,511.986791,484.792836,400.090737,0.0,509.0
12336.056,44650.500755,23.479552,24.18923,40.114352,84.783118,262.148248,447.231633,500.551174,511.819515,484.634849,399.973922,0.0,509.0
12337.01,44650.500766,23.479552,24.18923,40.114352,84.783118,262.148248,447.231633,500.551174,511.819515,484.634849,399.973922,0.0,508.9
12338.065,44650.500778,23.479552,24.18923,40.114352,84.783118,262.148248,447.231633,500.551174,511.819515,484.634849,399.973922,0.0,508.9
12339.018,44650.500789,23.479552,24.18923,40.114352,84.783118,262.148248,447.231633,500.551174,511.819515,484.634849,399.973922,0.0,508.9
12340.074,44650.500802,23.479552,24.18923,40.114352,84.783118,262.148248,447.231633,500.551174,511.819515,484.634849,399.973922,0.0,508.8
12341.025,44650.500813,23.471378,24.195125,40.111057,84.786524,262.100274,447.124232,500.385336,511.665566,484.467777,399.860371,0.0,508.8
12342.08,44650.500825,23.471378,24.195125,40.111057,84.786524,262.100274,447.124232,500.385336,511.665566,484.467777,399.860371,0.0,508.7
12343.031,44650.500836,23.471378,24.195125,40.111057,84.786524,262.100274,447.124232,500.385336,511.665566,484.467777,399.860371,0.0,508.7
12344.086,44650.500848,23.471378,24.195125,40.111057,84.786524,262.100274,447.124232,500.385336,511.665566,484.467777,399.860371,0.0,508.7
12345.036,44650.500859,23.471378,24.195125,40.111057,84.786524,262.100274,447.124232,500.385336,511.665566,484.467777,399.860371,0.0,508.7
12346.091,44650.500871,23.474367,24.195038,40.114331,84.77633,262.058995,447.010369,500.235355,511.506604,484.316306,399.757694,0.0,508.6
12347.041,44650.500882,23.474367,24.195038,40.114331,84.77633,262.058995,447.010369,500.235355,511.506604,484.316306,399.757694,0.0,508.6
12348.097,44650.500894,23.474367,24.195038,40.114331,84.77633,262.058995,447.010369,500.235355,511.506604,484.316306,399.757694,0.0,508.5
12349.049,44650.500905,23.474367,24.195038,40.114331,84.77633,262.058995,447.010369,500.235355,511.506604,484.316306,399.757694,0.0,508.5
12350.104,44650.500918,23.474367,24.195038,40.114331,84.77633,262.058995,447.010369,500.235355,511.506604,484.316306,399.757694,0.0,508.4
12351.056,44650.500929,23.479889,24.184602,40.114968,84.772829,262.021024,446.886449,500.083802,511.354368,484.15957,399.637401,0.0,508.4
12352.009,44650.50094,23.479889,24.184602,40.114968,84.772829,262.021024,446.886449,500.083802,511.354368,484.15957,399.637401,0.0,508.4
12353.063,44650.500952,23.479889,24.184602,40.114968,84.772829,262.021024,446.886449,500.083802,511.354368,484.15957,399.637401,0.0,508.3
12354.016,44650.500963,23.479889,24.184602,40.114968,84.772829,262.021024,446.886449,500.083802,511.354368,484.15957,399.637401,0.0,508.3
12355.07,44650.500975,23.479889,24.184602,40.114968,84.772829,262.021024,446.886449,500.083802,511.354368,484.15957,399.637401,0.0,508.2
12356.022,44650.500986,23.482272,24.194429,40.118799,84.779927,261.986834,446.77458,499.964124,511.199096,484.00652,399.522066,0.0,508.2
