Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
10879.052,44650.483892,23.287755,23.968595,39.483643,83.834479,269.158162,482.981426,550.105592,557.492953,536.624915,435.593682,0.0,555.7
10880.001,44650.483903,23.287755,23.968595,39.483643,83.834479,269.158162,482.981426,550.105592,557.492953,536.624915,435.593682,0.0,555.7
10881.057,44650.483915,23.298434,23.963783,39.48687,83.83605,269.163011,482.840901,549.919636,557.344127,536.422682,435.461207,0.0,555.6
10882.008,44650.483926,23.298434,23.963783,39.48687,83.83605,269.163011,482.840901,549.919636,557.344127,536.422682,435.461207,0.0,555.6
10883.061,44650.483938,23.298434,23.963783,39.48687,83.83605,269.163011,482.840901,549.919636,557.344127,536.422682,435.461207,0.0,555.6
10884.01,44650.483949,23.298434,23.963783,39.48687,83.83605,269.163011,482.840901,549.919636,557.344127,536.422682,435.461207,0.0,555.5
10885.068,44650.483961,23.298434,23.963783,39.48687,83.83605,269.163011,482.840901,549.919636,557.344127,536.422682,435.461207,0.0,555.5
10886.018,44650.483972,23.305384,23.968956,39.496746,83.85047,269.163448,482.708895,549.730851,557.199855,536.22903,435.336334,0.0,555.5
10887.07,44650.483984,23.305384,23.968956,39.496746,83.85047,269.163448,482.708895,549.730851,557.199855,536.22903,435.336334,0.0,555.4
10888.022,44650.483995,23.305384,23.968956,39.496746,83.85047,269.163448,482.708895,549.730851,557.199855,536.22903,435.336334,0.0,555.4
10889.078,44650.484008,23.305384,23.968956,39.496746,83.85047,269.163448,482.708895,549.730851,557.199855,536.22903,435.336334,0.0,555.3
10890.028,44650.484019,23.305384,23.968956,39.496746,83.85047,269.163448,482.708895,549.730851,557.199855,536.22903,435.336334,0.0,555.3
10891.084,44650.484031,23.292249,23.980534,39.497072,83.862716,269.169589,482.575547,549.535732,557.052158,536.026244,435.197238,0.0,555.2
10892.035,44650.484042,23.292249,23.980534,39.497072,83.862716,269.169589,482.575547,549.535732,557.052158,536.026244,435.197238,0.0,555.2
10893.089,44650.484054,23.292249,23.980534,39.497072,83.862716,269.169589,482.575547,549.535732,557.052158,536.026244,435.197238,0.0,555.1
10894.038,44650.484065,23.292249,23.980534,39.497072,83.862716,269.169589,482.575547,549.535732,557.052158,536.026244,435.197238,0.0,555.1
10895.094,44650.484077,23.292249,23.980534,39.497072,83.862716,269.169589,482.575547,549.535732,557.052158,536.026244,435.197238,0.0,555.0
10896.046,44650.484088,23.301164,23.971476,39.504021,83.872421,269.168965,482.446437,549.348582,556.904824,535.822029,435.059852,0.0,555.0
10897.101,44650.484101,23.301164,23.971476,39.504021,83.872421,269.168965,482.446437,549.348582,556.904824,535.822029,435.059852,0.0,555.0
10898.051,44650.484112,23.301164,23.971476,39.504021,83.872421,269.168965,482.446437,549.348582,556.904824,535.822029,435.059852,0.0,555.0
10899.002,44650.484123,23.301164,23.971476,39.504021,83.872421,269.168965,482.446437,549.348582,556.904824,535.822029,435.059852,0.0,554.9
10900.056,44650.484135,23.301164,23.971476,39.504021,83.872421,269.168965,482.446437,549.348582,556.904824,535.822029,435.059852,0.0,554.9
10901.009,44650.484146,23.293229,23.976903,39.499986,83.880833,269.162728,482.313373,549.16258,556.75752,535.61829,434.934849,0.0,554.9
10902.063,44650.484158,23.293229,23.976903,39.499986,83.880833,269.162728,482.313373,549.16258,556.75752,535.61829,434.934849,0.0,554.9
10903.015,44650.484169,23.293229,23.976903,39.499986,83.880833,269.162728,482.313373,549.16258,556.75752,535.61829,434.934849,0.0,554.8
10904.067,44650.484181,23.293229,23.976903,39.499986,83.880833,269.162728,482.313373,549.16258,556.75752,535.61829,434.934849,0.0,554.8
10905.018,44650.484192,23.293229,23.976903,39.499986,83.880833,269.162728,482.313373,549.16258,556.75752,535.61829,434.934849,0.0,554.7
10906.071,44650.484204,23.290047,23.974433,39.49874,83.893482,269.165672,482.177164,548.966526,556.59804,535.4262,434.789529,0.0,554.7
10907.021,44650.484215,23.290047,23.974433,39.49874,83.893482,269.165672,482.177164,548.966526,556.59804,535.4262,434.789529,0.0,554.7
10908.076,44650.484228,23.290047,23.974433,39.49874,83.893482,269.165672,482.177164,548.966526,556.59804,535.4262,434.789529,0.0,554.6
10909.057,44650.484239,23.290047,23.974433,39.49874,83.893482,269.165672,482.177164,548.966526,556.59804,535.4262,434.789529,0.0,554.6
10910.007,44650.48425,23.290047,23.974433,39.49874,83.893482,269.165672,482.177164,548.966526,556.59804,535.4262,434.789529,0.0,554.6
10911.064,44650.484262,23.302141,23.973517,39.514714,83.899226,269.174986,482.043058,548.784275,556.423618,535.226211,434.663684,0.0,554.5
10912.011,44650.484273,23.302141,23.973517,39.514714,83.899226,269.174986,482.043058,548.784275,556.423618,535.226211,434.663684,0.0,554.5
10913.065,44650.484285,23.302141,23.973517,39.514714,83.899226,269.174986,482.043058,548.784275,556.423618,535.226211,434.663684,0.0,554.5
10914.017,44650.484296,23.302141,23.973517,39.514714,83.899226,269.174986,482.043058,548.784275,556.423618,535.226211,434.663684,0.0,554.4
10915.07,44650.484308,23.302141,23.973517,39.514714,83.899226,269.174986,482.043058,548.784275,556.423618,535.226211,434.663684,0.0,554.4
10916.017,44650.484319,23.303378,23.979244,39.525272,83.91168,269.17971,481.919877,548.601803,556.269779,535.023873,434.537166,0.0,554.3
10917.068,44650.484332,23.303378,23.979244,39.525272,83.91168,269.17971,481.919877,548.601803,556.269779,535.023873,434.537166,0.0,554.3
10918.019,44650.484343,23.303378,23.979244,39.525272,83.91168,269.17971,481.919877,548.601803,556.269779,535.023873,434.537166,0.0,554.3
10919.071,44650.484355,23.303378,23.979244,39.525272,83.91168,269.17971,481.919877,548.601803,556.269779,535.023873,434.537166,0.0,554.2
10920.02,44650.484366,23.303378,23.979244,39.525272,83.91168,269.17971,481.919877,548.601803,556.269779,535.023873,434.537166,0.0,554.2
10921.076,44650.484378,23.307939,23.984866,39.516264,83.919212,269.182581,481.787514,548.408245,556.116823,534.829018,434.394347,0.0,554.2
10922.025,44650.484389,23.307939,23.984866,39.516264,83.919212,269.182581,481.787514,548.408245,556.116823,534.829018,434.394347,0.0,554.2
