Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
7939.008,44650.449863,22.613283,23.206653,36.138562,73.548879,229.123015,483.532546,565.914158,566.633058,565.454813,448.607503,985.5,579.1
7940.069,44650.449876,22.613283,23.206653,36.138562,73.548879,229.123015,483.532546,565.914158,566.633058,565.454813,448.607503,985.5,579.1
7941.02,44650.449887,22.625432,23.207203,36.145395,73.56669,229.201825,483.855565,566.00017,566.722875,565.552682,448.721235,985.5,579.1
7942.067,44650.449899,22.625432,23.207203,36.145395,73.56669,229.201825,483.855565,566.00017,566.722875,565.552682,448.721235,985.5,579.1
7943.018,44650.44991,22.625432,23.207203,36.145395,73.56669,229.201825,483.855565,566.00017,566.722875,565.552682,448.721235,985.5,579.2
7944.072,44650.449922,22.625432,23.207203,36.145395,73.56669,229.201825,483.855565,566.00017,566.722875,565.552682,448.721235,985.5,579.2
7945.021,44650.449933,22.625432,23.207203,36.145395,73.56669,229.201825,483.855565,566.00017,566.722875,565.552682,448.721235,985.5,579.2
7946.075,44650.449945,22.625182,23.206835,36.157119,73.576922,229.277187,484.188412,566.095854,566.811513,565.646239,448.835243,985.5,579.3
7947.026,44650.449956,22.625182,23.206835,36.157119,73.576922,229.277187,484.188412,566.095854,566.811513,565.646239,448.835243,985.5,579.3
7948.077,44650.449968,22.625182,23.206835,36.157119,73.576922,229.277187,484.188412,566.095854,566.811513,565.646239,448.835243,985.5,579.3
7949.026,44650.449979,22.625182,23.206835,36.157119,73.576922,229.277187,484.188412,566.095854,566.811513,565.646239,448.835243,985.5,579.3
7950.077,44650.449991,22.625182,23.206835,36.157119,73.576922,229.277187,484.188412,566.095854,566.811513,565.646239,448.835243,985.5,579.4
7951.028,44650.450002,22.626083,23.210456,36.164147,73.605236,229.373336,484.51865,566.189153,566.911079,565.758891,448.966041,985.5,579.4
7952.081,44650.450015,22.626083,23.210456,36.164147,73.605236,229.373336,484.51865,566.189153,566.911079,565.758891,448.966041,985.5,579.4
7953.03,44650.450026,22.626083,23.210456,36.164147,73.605236,229.373336,484.51865,566.189153,566.911079,565.758891,448.966041,985.5,579.4
7954.082,44650.450038,22.626083,23.210456,36.164147,73.605236,229.373336,484.51865,566.189153,566.911079,565.758891,448.966041,985.5,579.5
7955.035,44650.450049,22.626083,23.210456,36.164147,73.605236,229.373336,484.51865,566.189153,566.911079,565.758891,448.966041,985.5,579.5
7956.089,44650.450061,22.627763,23.217221,36.168213,73.623084,229.444847,484.862386,566.279575,566.995462,565.851661,449.078135,985.5,579.5
7957.038,44650.450072,22.627763,23.217221,36.168213,73.623084,229.444847,484.862386,566.279575,566.995462,565.851661,449.078135,985.5,579.5
7958.092,44650.450084,22.627763,23.217221,36.168213,73.623084,229.444847,484.862386,566.279575,566.995462,565.851661,449.078135,985.5,579.6
7959.042,44650.450095,22.627763,23.217221,36.168213,73.623084,229.444847,484.862386,566.279575,566.995462,565.851661,449.078135,985.5,579.6
7960.096,44650.450107,22.627763,23.217221,36.168213,73.623084,229.444847,484.862386,566.279575,566.995462,565.851661,449.078135,985.5,579.6
7961.047,44650.450118,22.638564,23.222576,36.180428,73.646859,229.514551,485.205068,566.368692,567.081673,565.950286,449.203952,985.5,579.6
7962.098,44650.450131,22.638564,23.222576,36.180428,73.646859,229.514551,485.205068,566.368692,567.081673,565.950286,449.203952,715.5,579.6
7963.048,44650.450142,22.638564,23.222576,36.180428,73.646859,229.514551,485.205068,566.368692,567.081673,565.950286,449.203952,715.5,579.6
7964.099,44650.450154,22.638564,23.222576,36.180428,73.646859,229.514551,485.205068,566.368692,567.081673,565.950286,449.203952,715.5,579.7
7965.05,44650.450165,22.638564,23.222576,36.180428,73.646859,229.514551,485.205068,566.368692,567.081673,565.950286,449.203952,715.5,579.7
7966.008,44650.450176,22.633917,23.216512,36.182265,73.657252,229.600592,485.551898,566.46347,567.165825,566.045399,449.330172,1215.0,579.7
7967.061,44650.450188,22.633917,23.216512,36.182265,73.657252,229.600592,485.551898,566.46347,567.165825,566.045399,449.330172,1215.0,579.7
7968.014,44650.450199,22.633917,23.216512,36.182265,73.657252,229.600592,485.551898,566.46347,567.165825,566.045399,449.330172,1215.0,579.7
7969.07,44650.450211,22.633917,23.216512,36.182265,73.657252,229.600592,485.551898,566.46347,567.165825,566.045399,449.330172,1215.0,579.8
7970.018,44650.450222,22.633917,23.216512,36.182265,73.657252,229.600592,485.551898,566.46347,567.165825,566.045399,449.330172,1215.0,579.8
7971.074,44650.450234,22.635642,23.223441,36.188567,73.680041,229.673177,485.909484,566.555029,567.258504,566.152954,449.447105,1215.0,579.8
7972.044,44650.450246,22.635642,23.223441,36.188567,73.680041,229.673177,485.909484,566.555029,567.258504,566.152954,449.447105,1215.0,579.8
7973.042,44650.450257,22.635642,23.223441,36.188567,73.680041,229.673177,485.909484,566.555029,567.258504,566.152954,449.447105,1215.0,579.9
7974.013,44650.450269,22.635642,23.223441,36.188567,73.680041,229.673177,485.909484,566.555029,567.258504,566.152954,449.447105,985.5,579.9
