Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
10459.011,44650.47903,23.25509,23.898477,39.140276,82.775981,267.928783,494.895996,567.362675,569.486411,554.53688,447.298479,0.0,570.0
10460.068,44650.479042,23.25509,23.898477,39.140276,82.775981,267.928783,494.895996,567.362675,569.486411,554.53688,447.298479,0.0,570.0
10461.018,44650.479053,23.253249,23.908814,39.127541,82.795553,267.945507,494.738197,567.128701,569.360277,554.310792,447.152928,0.0,570.0
10462.071,44650.479065,23.253249,23.908814,39.127541,82.795553,267.945507,494.738197,567.128701,569.360277,554.310792,447.152928,0.0,569.9
10463.021,44650.479076,23.253249,23.908814,39.127541,82.795553,267.945507,494.738197,567.128701,569.360277,554.310792,447.152928,0.0,569.9
10464.074,44650.479089,23.253249,23.908814,39.127541,82.795553,267.945507,494.738197,567.128701,569.360277,554.310792,447.152928,0.0,569.8
10465.024,44650.4791,23.253249,23.908814,39.127541,82.795553,267.945507,494.738197,567.128701,569.360277,554.310792,447.152928,0.0,569.8
10466.003,44650.479111,23.248233,23.911839,39.138701,82.813179,267.965491,494.596817,566.914397,569.244416,554.087368,447.007579,0.0,569.8
10467.097,44650.479124,23.248233,23.911839,39.138701,82.813179,267.965491,494.596817,566.914397,569.244416,554.087368,447.007579,0.0,569.7
10468.07,44650.479135,23.248233,23.911839,39.138701,82.813179,267.965491,494.596817,566.914397,569.244416,554.087368,447.007579,0.0,569.7
10469.028,44650.479146,23.248233,23.911839,39.138701,82.813179,267.965491,494.596817,566.914397,569.244416,554.087368,447.007579,0.0,569.7
10470.103,44650.479158,23.248233,23.911839,39.138701,82.813179,267.965491,494.596817,566.914397,569.244416,554.087368,447.007579,0.0,569.6
10471.002,44650.479169,23.254135,23.905562,39.156399,82.831274,268.005614,494.430966,566.691709,569.125985,553.875469,446.863017,0.0,569.6
10472.057,44650.479181,23.254135,23.905562,39.156399,82.831274,268.005614,494.430966,566.691709,569.125985,553.875469,446.863017,0.0,569.6
10473.007,44650.479192,23.254135,23.905562,39.156399,82.831274,268.005614,494.430966,566.691709,569.125985,553.875469,446.863017,0.0,569.5
10474.064,44650.479204,23.254135,23.905562,39.156399,82.831274,268.005614,494.430966,566.691709,569.125985,553.875469,446.863017,0.0,569.5
10475.011,44650.479215,23.254135,23.905562,39.156399,82.831274,268.005614,494.430966,566.691709,569.125985,553.875469,446.863017,0.0,569.5
10476.065,44650.479227,23.246626,23.911179,39.152067,82.838592,268.027003,494.290809,566.464532,569.005527,553.6385,446.721581,0.0,569.4
10477.012,44650.479238,23.246626,23.911179,39.152067,82.838592,268.027003,494.290809,566.464532,569.005527,553.6385,446.721581,0.0,569.3
10478.067,44650.479251,23.246626,23.911179,39.152067,82.838592,268.027003,494.290809,566.464532,569.005527,553.6385,446.721581,0.0,569.3
10479.017,44650.479262,23.246626,23.911179,39.152067,82.838592,268.027003,494.290809,566.464532,569.005527,553.6385,446.721581,0.0,569.3
10480.068,44650.479274,23.246626,23.911179,39.152067,82.838592,268.027003,494.290809,566.464532,569.005527,553.6385,446.721581,0.0,569.2
10481.017,44650.479285,23.250786,23.908953,39.159393,82.855084,268.05142,494.127176,566.242655,568.870899,553.423495,446.570085,0.0,569.2
10482.069,44650.479297,23.250786,23.908953,39.159393,82.855084,268.05142,494.127176,566.242655,568.870899,553.423495,446.570085,0.0,569.1
10483.018,44650.479308,23.250786,23.908953,39.159393,82.855084,268.05142,494.127176,566.242655,568.870899,553.423495,446.570085,0.0,569.1
10484.07,44650.47932,23.250786,23.908953,39.159393,82.855084,268.05142,494.127176,566.242655,568.870899,553.423495,446.570085,0.0,569.1
10485.017,44650.479331,23.250786,23.908953,39.159393,82.855084,268.05142,494.127176,566.242655,568.870899,553.423495,446.570085,0.0,569.0
10486.075,44650.479343,23.251138,23.912142,39.157301,82.86621,268.076906,493.981216,566.020706,568.737095,553.208863,446.421545,0.0,568.9
10487.024,44650.479354,23.251138,23.912142,39.157301,82.86621,268.076906,493.981216,566.020706,568.737095,553.208863,446.421545,0.0,568.9
10488.078,44650.479366,23.251138,23.912142,39.157301,82.86621,268.076906,493.981216,566.020706,568.737095,553.208863,446.421545,0.0,568.9
10489.027,44650.479377,23.251138,23.912142,39.157301,82.86621,268.076906,493.981216,566.020706,568.737095,553.208863,446.421545,0.0,568.9
10490.081,44650.47939,23.251138,23.912142,39.157301,82.86621,268.076906,493.981216,566.020706,568.737095,553.208863,446.421545,0.0,568.8
10491.034,44650.479401,23.249771,23.907229,39.15474,82.884325,268.087961,493.83245,565.794586,568.601915,552.982679,446.282731,0.0,568.8
10492.086,44650.479413,23.249771,23.907229,39.15474,82.884325,268.087961,493.83245,565.794586,568.601915,552.982679,446.282731,0.0,568.7
10493.034,44650.479424,23.249771,23.907229,39.15474,82.884325,268.087961,493.83245,565.794586,568.601915,552.982679,446.282731,0.0,568.7
10494.085,44650.479436,23.249771,23.907229,39.15474,82.884325,268.087961,493.83245,565.794586,568.601915,552.982679,446.282731,0.0,568.7
10495.036,44650.479447,23.249771,23.907229,39.15474,82.884325,268.087961,493.83245,565.794586,568.601915,552.982679,446.282731,0.0,568.7
10496.091,44650.479459,23.251088,23.903226,39.1653,82.895401,268.121075,493.674912,565.572987,568.465773,552.761906,446.134085,0.0,568.6
10497.039,44650.47947,23.251088,23.903226,39.1653,82.895401,268.121075,493.674912,565.572987,568.465773,552.761906,446.134085,0.0,568.6
10498.094,44650.479482,23.251088,23.903226,39.1653,82.895401,268.121075,493.674912,565.572987,568.465773,552.761906,446.134085,0.0,568.5
10499.042,44650.479493,23.251088,23.903226,39.1653,82.895401,268.121075,493.674912,565.572987,568.465773,552.761906,446.134085,0.0,568.5
10500.097,44650.479506,23.251088,23.903226,39.1653,82.895401,268.121075,493.674912,565.572987,568.465773,552.761906,446.134085,0.0,568.5
10501.048,44650.479517,23.247108,23.907169,39.166261,82.905975,268.149724,493.519895,565.343867,568.330724,552.540326,445.989564,0.0,568.5
10502.102,44650.479529,23.247108,23.907169,39.166261,82.905975,268.149724,493.519895,565.343867,568.330724,552.540326,445.989564,0.0,568.4
10503.053,44650.47954,23.247108,23.907169,39.166261,82.905975,268.149724,493.519895,565.343867,568.330724,552.540326,445.989564,0.0,568.4
10504.001,44650.479551,23.247108,23.907169,39.166261,82.905975,268.149724,493.519895,565.343867,568.330724,552.540326,445.989564,0.0,568.4
10505.053,44650.479563,23.247108,23.907169,39.166261,82.905975,268.149724,493.519895,565.343867,568.330724,552.540326,445.989564,0.0,568.3
10506.004,44650.479574,23.250023,23.907836,39.177169,82.928169,268.167128,493.377206,565.122017,568.206077,552.316056,445.852891,0.0,568.3
10507.057,44650.479586,23.250023,23.907836,39.177169,82.928169,268.167128,493.377206,565.122017,568.206077,552.316056,445.852891,0.0,568.2
10508.006,44650.479597,23.250023,23.907836,39.177169,82.928169,268.167128,493.377206,565.122017,568.206077,552.316056,445.852891,0.0,568.2
10509.064,44650.479609,23.250023,23.907836,39.177169,82.928169,268.167128,493.377206,565.122017,568.206077,552.316056,445.852891,0.0,568.2
10510.014,44650.47962,23.250023,23.907836,39.177169,82.928169,268.167128,493.377206,565.122017,568.206077,552.316056,445.852891,0.0,568.1
10511.048,44650.479632,23.247982,23.906505,39.174028,82.945371,268.198429,493.225506,564.895336,568.085884,552.104404,445.696559,0.0,568.1
10512.101,44650.479644,23.247982,23.906505,39.174028,82.945371,268.198429,493.225506,564.895336,568.085884,552.104404,445.696559,0.0,568.1
10513.049,44650.479655,23.247982,23.906505,39.174028,82.945371,268.198429,493.225506,564.895336,568.085884,552.104404,445.696559,0.0,568.1
10514.102,44650.479668,23.247982,23.906505,39.174028,82.945371,268.198429,493.225506,564.895336,568.085884,552.104404,445.696559,0.0,568.0
10515.051,44650.479679,23.247982,23.906505,39.174028,82.945371,268.198429,493.225506,564.895336,568.085884,552.104404,445.696559,0.0,568.0
10516.004,44650.47969,23.254216,23.916755,39.18853,82.953216,268.223377,493.081221,564.682196,567.960101,551.875978,445.564017,0.0,567.9
10517.057,44650.479702,23.254216,23.916755,39.18853,82.953216,268.223377,493.081221,564.682196,567.960101,551.875978,445.564017,0.0,567.9
10518.008,44650.479713,23.254216,23.916755,39.18853,82.953216,268.223377,493.081221,564.682196,567.960101,551.875978,445.564017,0.0,567.9
