Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Temp
16861.003,44650.553127,24.459573,25.14134,39.978791,81.813463,248.676383,433.752234,491.389381,502.325804,475.807307,389.321514,498.6
16862.063,44650.553139,24.459573,25.14134,39.978791,81.813463,248.676383,433.752234,491.389381,502.325804,475.807307,389.321514,498.6
16863.017,44650.55315,24.459573,25.14134,39.978791,81.813463,248.676383,433.752234,491.389381,502.325804,475.807307,389.321514,498.6
16864.075,44650.553163,24.459573,25.14134,39.978791,81.813463,248.676383,433.752234,491.389381,502.325804,475.807307,389.321514,498.6
16865.031,44650.553174,24.459573,25.14134,39.978791,81.813463,248.676383,433.752234,491.389381,502.325804,475.807307,389.321514,498.6
16866.091,44650.553186,24.450182,25.143644,39.974074,81.809852,248.651569,433.796661,491.420012,502.37123,475.832509,389.373871,498.6
16867.047,44650.553197,24.450182,25.143644,39.974074,81.809852,248.651569,433.796661,491.420012,502.37123,475.832509,389.373871,498.6
16868.002,44650.553208,24.450182,25.143644,39.974074,81.809852,248.651569,433.796661,491.420012,502.37123,475.832509,389.373871,498.6
16869.061,44650.55322,24.450182,25.143644,39.974074,81.809852,248.651569,433.796661,491.420012,502.37123,475.832509,389.373871,498.6
16870.015,44650.553231,24.450182,25.143644,39.974074,81.809852,248.651569,433.796661,491.420012,502.37123,475.832509,389.373871,498.6
16871.077,44650.553244,24.450056,25.135135,39.969401,81.803535,248.629147,433.832706,491.457171,502.40615,475.875351,389.408283,498.6
16872.034,44650.553255,24.450056,25.135135,39.969401,81.803535,248.629147,433.832706,491.457171,502.40615,475.875351,389.408283,498.6
16873.09,44650.553267,24.450056,25.135135,39.969401,81.803535,248.629147,433.832706,491.457171,502.40615,475.875351,389.408283,498.7
16874.046,44650.553278,24.450056,25.135135,39.969401,81.803535,248.629147,433.832706,491.457171,502.40615,475.875351,389.408283,498.7
16875.006,44650.553289,24.450056,25.135135,39.969401,81.803535,248.629147,433.832706,491.457171,502.40615,475.875351,389.408283,498.7
16876.063,44650.553301,24.460932,25.138211,39.984957,81.809789,248.614196,433.876916,491.496047,502.446943,475.908368,389.462869,498.7
16877.018,44650.553313,24.460932,25.138211,39.984957,81.809789,248.614196,433.876916,491.496047,502.446943,475.908368,389.462869,498.7
16878.078,44650.553325,24.460932,25.138211,39.984957,81.809789,248.614196,433.876916,491.496047,502.446943,475.908368,389.462869,498.7
16879.032,44650.553336,24.460932,25.138211,39.984957,81.809789,248.614196,433.876916,491.496047,502.446943,475.908368,389.462869,498.7
16880.094,44650.553348,24.460932,25.138211,39.984957,81.809789,248.614196,433.876916,491.496047,502.446943,475.908368,389.462869,498.7
16881.049,44650.553359,24.462515,25.137313,39.979469,81.804388,248.590952,433.919814,491.525681,502.483065,475.942323,389.516139,498.7
16882.002,44650.55337,24.462515,25.137313,39.979469,81.804388,248.590952,433.919814,491.525681,502.483065,475.942323,389.516139,498.7
16883.061,44650.553382,24.462515,25.137313,39.979469,81.804388,248.590952,433.919814,491.525681,502.483065,475.942323,389.516139,498.7
16884.014,44650.553394,24.462515,25.137313,39.979469,81.804388,248.590952,433.919814,491.525681,502.483065,475.942323,389.516139,498.7
16885.071,44650.553406,24.462515,25.137313,39.979469,81.804388,248.590952,433.919814,491.525681,502.483065,475.942323,389.516139,498.7
16886.026,44650.553417,24.453551,25.139691,39.976034,81.808228,248.580687,433.965701,491.56085,502.511277,475.97611,389.556797,498.7
16887.085,44650.553429,24.453551,25.139691,39.976034,81.808228,248.580687,433.965701,491.56085,502.511277,475.97611,389.556797,498.7
16888.038,44650.55344,24.453551,25.139691,39.976034,81.808228,248.580687,433.965701,491.56085,502.511277,475.97611,389.556797,498.7
16889.095,44650.553452,24.453551,25.139691,39.976034,81.808228,248.580687,433.965701,491.56085,502.511277,475.97611,389.556797,498.8
16890.051,44650.553463,24.453551,25.139691,39.976034,81.808228,248.580687,433.965701,491.56085,502.511277,475.97611,389.556797,498.8
16891.008,44650.553474,24.462019,25.142958,39.980562,81.81108,248.561901,434.002644,491.597077,502.5447,476.017457,389.611531,498.8
16892.065,44650.553487,24.462019,25.142958,39.980562,81.81108,248.561901,434.002644,491.597077,502.5447,476.017457,389.611531,498.8
16893.02,44650.553498,24.462019,25.142958,39.980562,81.81108,248.561901,434.002644,491.597077,502.5447,476.017457,389.611531,498.8
16894.077,44650.55351,24.462019,25.142958,39.980562,81.81108,248.561901,434.002644,491.597077,502.5447,476.017457,389.611531,498.8
16895.03,44650.553521,24.462019,25.142958,39.980562,81.81108,248.561901,434.002644,491.597077,502.5447,476.017457,389.611531,498.8
16896.09,44650.553533,24.465992,25.147519,39.98716,81.808862,248.536283,434.040572,491.627571,502.583032,476.051379,389.662165,498.8
16897.047,44650.553544,24.465992,25.147519,39.98716,81.808862,248.536283,434.040572,491.627571,502.583032,476.051379,389.662165,498.8
16898.105,44650.553557,24.465992,25.147519,39.98716,81.808862,248.536283,434.040572,491.627571,502.583032,476.051379,389.662165,498.8
16899.06,44650.553568,24.465992,25.147519,39.98716,81.808862,248.536283,434.040572,491.627571,502.583032,476.051379,389.662165,498.8
16900.054,44650.553579,24.465992,25.147519,39.98716,81.808862,248.536283,434.040572,491.627571,502.583032,476.051379,389.662165,498.8
16901.085,44650.553591,24.468497,25.135498,39.990532,81.807023,248.523137,434.076399,491.664827,502.618724,476.084568,389.702105,498.8
16902.064,44650.553602,24.468497,25.135498,39.990532,81.807023,248.523137,434.076399,491.664827,502.618724,476.084568,389.702105,498.8
16903.032,44650.553614,24.468497,25.135498,39.990532,81.807023,248.523137,434.076399,491.664827,502.618724,476.084568,389.702105,498.8
16904.101,44650.553626,24.468497,25.135498,39.990532,81.807023,248.523137,434.076399,491.664827,502.618724,476.084568,389.702105,498.8
