Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
671.003,44650.365743,21.606134,21.50947,22.182931,25.041592,41.194956,121.544465,163.597397,169.317476,167.674249,126.909497,1741.5,189.5
672.055,44650.365755,21.606134,21.50947,22.182931,25.041592,41.194956,121.544465,163.597397,169.317476,167.674249,126.909497,2011.5,189.6
673.104,44650.365767,21.606134,21.50947,22.182931,25.041592,41.194956,121.544465,163.597397,169.317476,167.674249,126.909497,2011.5,189.9
674.053,44650.365778,21.606134,21.50947,22.182931,25.041592,41.194956,121.544465,163.597397,169.317476,167.674249,126.909497,2011.5,189.9
675.101,44650.36579,21.606134,21.50947,22.182931,25.041592,41.194956,121.544465,163.597397,169.317476,167.674249,126.909497,2011.5,190.1
676.047,44650.365801,21.610682,21.509873,22.185116,25.059241,41.304714,122.03898,164.276871,170.020943,168.387727,127.419981,1741.5,190.1
677.098,44650.365813,21.610682,21.509873,22.185116,25.059241,41.304714,122.03898,164.276871,170.020943,168.387727,127.419981,1741.5,190.4
678.047,44650.365824,21.610682,21.509873,22.185116,25.059241,41.304714,122.03898,164.276871,170.020943,168.387727,127.419981,1741.5,190.4
679.095,44650.365837,21.610682,21.509873,22.185116,25.059241,41.304714,122.03898,164.276871,170.020943,168.387727,127.419981,1741.5,190.7
680.041,44650.365847,21.610682,21.509873,22.185116,25.059241,41.304714,122.03898,164.276871,170.020943,168.387727,127.419981,1768.5,190.7
681.089,44650.36586,21.606234,21.511347,22.182502,25.088045,41.39509,122.538829,164.954367,170.714898,169.090277,127.933704,1768.5,191.0
682.035,44650.365871,21.606234,21.511347,22.182502,25.088045,41.39509,122.538829,164.954367,170.714898,169.090277,127.933704,1768.5,191.0
683.084,44650.365883,21.606234,21.511347,22.182502,25.088045,41.39509,122.538829,164.954367,170.714898,169.090277,127.933704,1768.5,191.3
684.027,44650.365894,21.606234,21.511347,22.182502,25.088045,41.39509,122.538829,164.954367,170.714898,169.090277,127.933704,1741.5,191.3
