Time (s),Date/Time,Heat Pipe TC-01,Heat Pipe TC-02,Heat Pipe TC-03,Heat Pipe TC-04,Heat Pipe TC-05,Heat Pipe TC-06,Heat Pipe TC-07,Heat Pipe TC-08,Heat Pipe TC-09,Heat Pipe TC-10,Heater Power (W),Heater Temp
7339.101,44650.44292,22.430811,22.99399,35.333477,71.228165,219.824489,453.123822,555.043085,555.834875,553.176874,434.139508,945.0,565.8
7340.051,44650.442931,22.430811,22.99399,35.333477,71.228165,219.824489,453.123822,555.043085,555.834875,553.176874,434.139508,945.0,565.8
7341.002,44650.442942,22.449958,23.005911,35.349402,71.252933,219.9136,453.340185,555.1402,555.906264,553.304746,434.265006,958.5,565.9
7342.055,44650.442954,22.449958,23.005911,35.349402,71.252933,219.9136,453.340185,555.1402,555.906264,553.304746,434.265006,958.5,565.9
7343.004,44650.442965,22.449958,23.005911,35.349402,71.252933,219.9136,453.340185,555.1402,555.906264,553.304746,434.265006,958.5,565.9
7344.056,44650.442977,22.449958,23.005911,35.349402,71.252933,219.9136,453.340185,555.1402,555.906264,553.304746,434.265006,958.5,565.9
7345.006,44650.442988,22.449958,23.005911,35.349402,71.252933,219.9136,453.340185,555.1402,555.906264,553.304746,434.265006,958.5,566.0
7346.06,44650.443,22.438049,22.995664,35.353616,71.263135,219.992254,453.532307,555.230408,555.981149,553.40021,434.390305,958.5,566.0
7347.007,44650.443011,22.438049,22.995664,35.353616,71.263135,219.992254,453.532307,555.230408,555.981149,553.40021,434.390305,958.5,566.0
7348.061,44650.443024,22.438049,22.995664,35.353616,71.263135,219.992254,453.532307,555.230408,555.981149,553.40021,434.390305,958.5,566.1
7349.018,44650.443035,22.438049,22.995664,35.353616,71.263135,219.992254,453.532307,555.230408,555.981149,553.40021,434.390305,958.5,566.1
7350.069,44650.443047,22.438049,22.995664,35.353616,71.263135,219.992254,453.532307,555.230408,555.981149,553.40021,434.390305,958.5,566.1
7351.019,44650.443058,22.443354,23.008656,35.361264,71.291254,220.076643,453.732544,555.309397,556.075574,553.505036,434.518602,958.5,566.1
7352.071,44650.44307,22.443354,23.008656,35.361264,71.291254,220.076643,453.732544,555.309397,556.075574,553.505036,434.518602,958.5,566.1
7353.017,44650.443081,22.443354,23.008656,35.361264,71.291254,220.076643,453.732544,555.309397,556.075574,553.505036,434.518602,715.5,566.1
7354.07,44650.443093,22.443354,23.008656,35.361264,71.291254,220.076643,453.732544,555.309397,556.075574,553.505036,434.518602,715.5,566.1
7355.019,44650.443104,22.443354,23.008656,35.361264,71.291254,220.076643,453.732544,555.309397,556.075574,553.505036,434.518602,715.5,566.2
7356.077,44650.443116,22.444761,23.010654,35.361024,71.307862,220.14342,453.913999,555.39525,556.154045,553.592454,434.626608,715.5,566.2
7357.026,44650.443127,22.444761,23.010654,35.361024,71.307862,220.14342,453.913999,555.39525,556.154045,553.592454,434.626608,1188.0,566.2
7358.076,44650.44314,22.444761,23.010654,35.361024,71.307862,220.14342,453.913999,555.39525,556.154045,553.592454,434.626608,1188.0,566.3
7359.028,44650.443151,22.444761,23.010654,35.361024,71.307862,220.14342,453.913999,555.39525,556.154045,553.592454,434.626608,1188.0,566.3
7360.079,44650.443163,22.444761,23.010654,35.361024,71.307862,220.14342,453.913999,555.39525,556.154045,553.592454,434.626608,1188.0,566.3
7361.029,44650.443174,22.43975,23.001268,35.367183,71.330168,220.221551,454.127384,555.464736,556.231921,553.679277,434.758499,931.5,566.3
7362.081,44650.443186,22.43975,23.001268,35.367183,71.330168,220.221551,454.127384,555.464736,556.231921,553.679277,434.758499,931.5,566.4
7363.034,44650.443197,22.43975,23.001268,35.367183,71.330168,220.221551,454.127384,555.464736,556.231921,553.679277,434.758499,931.5,566.4
7364.085,44650.443209,22.43975,23.001268,35.367183,71.330168,220.221551,454.127384,555.464736,556.231921,553.679277,434.758499,931.5,566.5
7365.031,44650.44322,22.43975,23.001268,35.367183,71.330168,220.221551,454.127384,555.464736,556.231921,553.679277,434.758499,688.5,566.5
7366.085,44650.443232,22.444307,23.003931,35.374691,71.352877,220.305673,454.33477,555.538718,556.311719,553.796655,434.889624,688.5,566.5
7367.037,44650.443243,22.444307,23.003931,35.374691,71.352877,220.305673,454.33477,555.538718,556.311719,553.796655,434.889624,688.5,566.5
7368.089,44650.443255,22.444307,23.003931,35.374691,71.352877,220.305673,454.33477,555.538718,556.311719,553.796655,434.889624,688.5,566.5
7369.037,44650.443266,22.444307,23.003931,35.374691,71.352877,220.305673,454.33477,555.538718,556.311719,553.796655,434.889624,688.5,566.5
7370.089,44650.443279,22.444307,23.003931,35.374691,71.352877,220.305673,454.33477,555.538718,556.311719,553.796655,434.889624,688.5,566.6
7371.041,44650.44329,22.45111,22.998544,35.38031,71.362164,220.388707,454.525204,555.616833,556.386815,553.91291,435.013666,688.5,566.6
7372.094,44650.443302,22.45111,22.998544,35.38031,71.362164,220.388707,454.525204,555.616833,556.386815,553.91291,435.013666,688.5,566.7
7373.042,44650.443313,22.45111,22.998544,35.38031,71.362164,220.388707,454.525204,555.616833,556.386815,553.91291,435.013666,931.5,566.7
7374.099,44650.443325,22.45111,22.998544,35.38031,71.362164,220.388707,454.525204,555.616833,556.386815,553.91291,435.013666,931.5,566.7
7375.049,44650.443336,22.45111,22.998544,35.38031,71.362164,220.388707,454.525204,555.616833,556.386815,553.91291,435.013666,931.5,566.7
7376.002,44650.443347,22.452213,23.001421,35.386943,71.381954,220.476207,454.714702,555.709572,556.465797,554.020971,435.134308,931.5,566.7
7377.055,44650.443359,22.452213,23.001421,35.386943,71.381954,220.476207,454.714702,555.709572,556.465797,554.020971,435.134308,688.5,566.7
7378.002,44650.44337,22.452213,23.001421,35.386943,71.381954,220.476207,454.714702,555.709572,556.465797,554.020971,435.134308,688.5,566.8
7379.055,44650.443382,22.452213,23.001421,35.386943,71.381954,220.476207,454.714702,555.709572,556.465797,554.020971,435.134308,688.5,566.8
7380.004,44650.443393,22.452213,23.001421,35.386943,71.381954,220.476207,454.714702,555.709572,556.465797,554.020971,435.134308,688.5,566.8
7381.067,44650.443406,22.452545,23.009325,35.395423,71.401263,220.554667,454.913036,555.79919,556.548257,554.111372,435.246086,931.5,566.8
7382.041,44650.443417,22.452545,23.009325,35.395423,71.401263,220.554667,454.913036,555.79919,556.548257,554.111372,435.246086,931.5,566.9
7383.032,44650.443429,22.452545,23.009325,35.395423,71.401263,220.554667,454.913036,555.79919,556.548257,554.111372,435.246086,931.5,566.9
7384.015,44650.44344,22.452545,23.009325,35.395423,71.401263,220.554667,454.913036,555.79919,556.548257,554.111372,435.246086,931.5,566.9
7385.093,44650.443452,22.452545,23.009325,35.395423,71.401263,220.554667,454.913036,555.79919,556.548257,554.111372,435.246086,931.5,566.9
7386.075,44650.443464,22.458474,23.007324,35.40513,71.424065,220.63508,455.105478,555.878553,556.622252,554.2008,435.363177,931.5,566.9
7387.024,44650.443475,22.458474,23.007324,35.40513,71.424065,220.63508,455.105478,555.878553,556.622252,554.2008,435.363177,931.5,566.9
7388.077,44650.443487,22.458474,23.007324,35.40513,71.424065,220.63508,455.105478,555.878553,556.622252,554.2008,435.363177,931.5,567.0
7389.029,44650.443498,22.458474,23.007324,35.40513,71.424065,220.63508,455.105478,555.878553,556.622252,554.2008,435.363177,958.5,567.0
7390.081,44650.44351,22.458474,23.007324,35.40513,71.424065,220.63508,455.105478,555.878553,556.622252,554.2008,435.363177,958.5,567.0
7391.031,44650.443521,22.457423,23.008403,35.409394,71.442451,220.720883,455.286309,555.965742,556.69971,554.29358,435.464426,958.5,567.0
7392.084,44650.443533,22.457423,23.008403,35.409394,71.442451,220.720883,455.286309,555.965742,556.69971,554.29358,435.464426,958.5,567.0
7393.035,44650.443544,22.457423,23.008403,35.409394,71.442451,220.720883,455.286309,555.965742,556.69971,554.29358,435.464426,1188.0,567.0
7394.088,44650.443556,22.457423,23.008403,35.409394,71.442451,220.720883,455.286309,555.965742,556.69971,554.29358,435.464426,1188.0,567.1
7395.036,44650.443567,22.457423,23.008403,35.409394,71.442451,220.720883,455.286309,555.965742,556.69971,554.29358,435.464426,1188.0,567.1
7396.089,44650.44358,22.459381,23.018405,35.414051,71.471993,220.795578,455.483888,556.053857,556.783799,554.3808,435.574692,1188.0,567.1
7397.043,44650.443591,22.459381,23.018405,35.414051,71.471993,220.795578,455.483888,556.053857,556.783799,554.3808,435.574692,931.5,567.1
7398.094,44650.443603,22.459381,23.018405,35.414051,71.471993,220.795578,455.483888,556.053857,556.783799,554.3808,435.574692,931.5,567.1
